Development Status (short),Installed Capacity (MWelec),No. of Turbines,Development Status,Country,X-coordinate,Y-coordinate,year
Abandoned,9.1,n/a,Abandoned,Wales,328595,338816,2012
Abandoned,14,7,Abandoned,England,393000,419300,2007
Abandoned,7.5,n/a,Abandoned,England,352547,179879,2011
Abandoned,5,n/a,Abandoned,England,472715,423710,2007
Abandoned,1,n/a,Abandoned,England,303362,113321,2013
Abandoned,1,n/a,Abandoned,England,360121,394484,2005
Abandoned,3,n/a,Abandoned,England,378641,397677,2009
Abandoned,20,n/a,Abandoned,England,515566,428683,2006
Abandoned,13.8,6,Abandoned,Scotland,349269,717002,2011
Abandoned,4,n/a,Abandoned,England,490060,288853,2001
Abandoned,33,n/a,Abandoned,England,448680,317986,2011
Abandoned,3.5,n/a,Abandoned,England,398080,294961,2013
Abandoned,10,n/a,Abandoned,England,438841,313519,2014
Abandoned,4.5,n/a,Abandoned,England,418528,187782,2013
Abandoned,2,n/a,Abandoned,England,549090,169697,2009
Abandoned,240,341,Abandoned,England,611280,179120,2011
Abandoned,40,20,Abandoned,Scotland,276947,835012,2011
Abandoned,39.1,13,Abandoned,Scotland,286470,834480,2009
Abandoned,2,n/a,Abandoned,England,397144,350648,2010
Abandoned,1.5,n/a,Abandoned,Wales,321166,175969,2013
Abandoned,1.3,n/a,Abandoned,England,349663,122127,2014
Abandoned,1,n/a,Abandoned,England,372500,149500,2000
Abandoned,120,n/a,Abandoned,Scotland,310449,682063,2010
Abandoned,4,n/a,Abandoned,England,473235,252464,2015
Abandoned,27.5,11,Abandoned,Wales,282500,368500,2008
Abandoned,14.4,7,Abandoned,England,532606,307038,2006
Abandoned,3,n/a,Abandoned,England,448680,317986,2007
Abandoned,1.5,n/a,Abandoned,Scotland,219607,727417,2013
Abandoned,3.2,n/a,Abandoned,England,228471,72954,2011
Abandoned,1,n/a,Abandoned,England,488703,240458,2010
Abandoned,2.5,3,Abandoned,Scotland,116360,906760,2006
Abandoned,12,n/a,Abandoned,England,346740,147660,2014
Abandoned,40,16,Abandoned,Wales,304304,366301,2007
Abandoned,26,n/a,Abandoned,England,433196,431231,2011
Abandoned,10.2,3,Abandoned,England,359395,492235,2012
Abandoned,15,5,Abandoned,England,465238,431714,2009
Abandoned,16,n/a,Abandoned,England,549072,182452,2010
Abandoned,1.5,n/a,Abandoned,England,359176,146235,2012
Abandoned,5,2,Abandoned,England,496525,425211,2013
Abandoned,9.2,4,Abandoned,England,452877,229216,2008
Abandoned,2,n/a,Abandoned,England,420401,190490,2006
Abandoned,2,n/a,Abandoned,England,334315,443459,2009
Abandoned,2.5,n/a,Abandoned,England,569953,334057,2015
Abandoned,20,n/a,Abandoned,Scotland,209648,776708,2010
Abandoned,2.9,n/a,Abandoned,England,422500,421000,1997
Abandoned,1.5,4,Abandoned,England,653400,303800,1999
Abandoned,1,n/a,Abandoned,England,342587,438278,2005
Abandoned,5,n/a,Abandoned,Wales,329979,198509,2015
Abandoned,6,n/a,Abandoned,England,452824,346221,2013
Abandoned,18.2,n/a,Abandoned,England,393688,230697,2014
Abandoned,4,n/a,Abandoned,England,419112,554227,2015
Abandoned,49,n/a,Abandoned,England,450957,521558,2014
Abandoned,20.7,9,Abandoned,Northern Ireland,48085,535005,2009
Abandoned,15,n/a,Abandoned,England,573903,340478,2013
Abandoned,2,1,Abandoned,England,423215,427292,2009
Abandoned,12.7,n/a,Abandoned,England,361823,131905,2002
Abandoned,10.6,n/a,Abandoned,England,457200,424000,1996
Abandoned,6,n/a,Abandoned,England,511079,205798,2007
Abandoned,50,n/a,Abandoned,England,353367,181676,2009
Abandoned,25.5,n/a,Abandoned,England,467529,438614,2015
Abandoned,49,n/a,Abandoned,England,444971,518650,2011
Abandoned,5,n/a,Abandoned,Wales,331456,202012,2015
Abandoned,32,n/a,Abandoned,England,525420,104804,2012
Abandoned,1.1,n/a,Abandoned,England,613200,275000,2000
Abandoned,5,n/a,Abandoned,Wales,325713,360456,2015
Abandoned,15,5,Abandoned,England,392720,419080,2007
Abandoned,2,n/a,Abandoned,England,475087,253122,2008
Abandoned,3,n/a,Abandoned,England,490943,290854,2013
Abandoned,13.8,6,Abandoned,England,632000,261000,2005
Abandoned,4,5,Abandoned,Scotland,341650,742250,2013
Abandoned,22,n/a,Abandoned,Scotland,389708,811181,2012
Abandoned,5,n/a,Abandoned,England,491216,220825,2014
Abandoned,1.5,n/a,Abandoned,England,221747,87585,2012
Abandoned,4,n/a,Abandoned,Scotland,361978,864118,2009
Abandoned,10,n/a,Abandoned,England,381981,87135,2010
Abandoned,4.7,n/a,Abandoned,Scotland,315251,960032,2010
Abandoned,4.5,n/a,Abandoned,England,515960,272020,2007
Abandoned,1.5,n/a,Abandoned,England,392500,323500,2000
Abandoned,65,n/a,Abandoned,England,519000,411520,2007
Abandoned,1.4,n/a,Abandoned,England,561191,321253,2012
Abandoned,1.8,n/a,Abandoned,NA,580868,172818,2015
Abandoned,9,n/a,Abandoned,Wales,312625,167514,2008
Abandoned,50,n/a,Abandoned,England,538858,209129,2012
Abandoned,4,NA,Abandoned,Scotland,137340,954775,2008
Abandoned,150,n/a,Abandoned,England,347787,175980,2009
Abandoned,10.4,11,Abandoned,England,2.00E+05,70000,2002
Abandoned,16,8,Abandoned,England,540324,328455,2009
Abandoned,1.5,n/a,Abandoned,England,374868,86689,2012
Abandoned,4.6,2,Abandoned,Northern Ireland,85034,508509,2008
Abandoned,2.9,n/a,Abandoned,Scotland,352029,636142,2013
Abandoned,1000,n/a,Abandoned,England,405971,317375,2012
Abandoned,10,n/a,Abandoned,England,410700,549800,2000
Abandoned,4,2,Abandoned,England,358734,392095,2008
Abandoned,4,2,Abandoned,England,343216,445233,2008
Abandoned,16.9,n/a,Abandoned,England,477540,378957,2014
Abandoned,2.8,n/a,Abandoned,England,174289,32552,2012
Abandoned,55.2,22,Abandoned,Scotland,307500,614500,2008
Abandoned,9,5,Abandoned,England,313860,478710,2015
Abandoned,10,n/a,Abandoned,England,522778,438754,2010
Abandoned,35,n/a,Abandoned,England,448650,275665,2006
Abandoned,14.3,n/a,Abandoned,England,489800,290900,2000
Abandoned,10,n/a,Abandoned,England,340403,228529,2006
Abandoned,2,n/a,Abandoned,England,499560,268037,2008
Abandoned,5,n/a,Abandoned,Wales,342162,187978,2015
Abandoned,5,n/a,Abandoned,England,424785,207101,2011
Abandoned,2.5,1,Abandoned,England,537719,184055,2007
Abandoned,4.7,2,Abandoned,Wales,273119,210852,2007
Abandoned,290,n/a,Abandoned,England,466649,428375,2009
Abandoned,2.7,3,Abandoned,Scotland,320706,940695,2011
Abandoned,5,n/a,Abandoned,England,551017,180976,2011
Abandoned,1,n/a,Abandoned,England,436743,317567,2015
Abandoned,10,n/a,Abandoned,Wales,288400,186900,2005
Abandoned,3,n/a,Abandoned,England,461270,343928,2014
Abandoned,3,n/a,Abandoned,England,532992,389263,2008
Abandoned,2.2,n/a,Abandoned,England,279736,52872,2014
Abandoned,4.7,2,Abandoned,Scotland,314375,687820,2014
Abandoned,7,n/a,Abandoned,England,453359,195096,2014
Abandoned,12.5,n/a,Abandoned,England,352372,180028,2009
Abandoned,6.3,n/a,Abandoned,England,449587,164281,2014
Abandoned,3,1,Abandoned,Wales,295856,199544,2014
Abandoned,6.5,5,Abandoned,Scotland,258200,650100,2003
Abandoned,5.4,n/a,Abandoned,England,235727,80988,2013
Abandoned,2.2,NA,Abandoned,England,370541,404661,2014
Abandoned,20,n/a,Abandoned,England,353358,179393,2004
Abandoned,100,n/a,Abandoned,England,431322,582456,2012
Abandoned,3,n/a,Abandoned,Northern Ireland,98900,534400,2009
Abandoned,2.5,n/a,Abandoned,Northern Ireland,50598,560668,2011
Abandoned,25,n/a,Abandoned,Scotland,293993,686259,2007
Abandoned,10,5,Abandoned,Wales,226550,395030,2011
Abandoned,10,5,Abandoned,England,189020,66439,2011
Abandoned,3,NA,Abandoned,England,343358,399823,2014
Abandoned,8,n/a,Abandoned,England,367555,374155,2007
Abandoned,1.2,n/a,Abandoned,England,529700,210000,1999
Abandoned,12,n/a,Abandoned,England,189927,53184,2013
Abandoned,16.1,7,Abandoned,Northern Ireland,89022,572814,2009
Abandoned,9.5,3,Abandoned,England,302500,533500,2007
Abandoned,3,n/a,Abandoned,England,354564,181223,2012
Abandoned,10,n/a,Abandoned,England,470309,408866,2009
Abandoned,1.2,n/a,Abandoned,Scotland,266500,748500,2007
Abandoned,2.5,1,Abandoned,Northern Ireland,42016,513750,2006
Abandoned,2.6,3,Abandoned,Scotland,362249,1021849,2012
Abandoned,10,5,Abandoned,England,308700,534457,2007
Abandoned,1.2,n/a,Abandoned,England,602618,284869,2010
Abandoned,1,n/a,Abandoned,England,334983,256434,2005
Abandoned,17.5,n/a,Abandoned,England,491171,459820,2010
Abandoned,8,n/a,Abandoned,England,462309,431934,2009
Abandoned,2.4,3,Abandoned,England,430000,590000,2006
Abandoned,1.3,n/a,Abandoned,England,491000,366500,2000
Abandoned,3.8,n/a,Abandoned,England,440365,260913,2015
Abandoned,1,n/a,Abandoned,Scotland,205628,778554,2013
Abandoned,15.9,n/a,Abandoned,England,635826,275350,2014
Abandoned,25,n/a,Abandoned,England,550656,181287,2012
Abandoned,290,n/a,Abandoned,England,518091,417285,2009
Abandoned,2,n/a,Abandoned,England,359296,288893,2011
Abandoned,13,n/a,Abandoned,England,332704,288228,2008
Abandoned,2,1,Abandoned,England,535485,293292,2011
Abandoned,11,10,Abandoned,England,528336,167552,2004
Abandoned,2.6,3,Abandoned,Scotland,256500,962000,2006
Abandoned,3,n/a,Abandoned,England,431341,560661,2013
Abandoned,4.2,n/a,Abandoned,England,463065,338203,2015
Abandoned,6.5,5,Abandoned,England,420950,524500,2005
Abandoned,10.1,n/a,Abandoned,England,484930,347958,2014
Abandoned,45,18,Abandoned,England,456000,524000,2001
Abandoned,5,n/a,Abandoned,England,433245,295175,2002
Abandoned,1.5,1,Abandoned,England,444854,306031,2014
Abandoned,3,n/a,Abandoned,England,465176,327428,2010
Abandoned,3,n/a,Abandoned,England,465176,327428,2008
Abandoned,5.8,n/a,Abandoned,England,508390,411142,2010
Abandoned,1,n/a,Abandoned,England,355843,427912,2016
Abandoned,8,4,Abandoned,England,377538,339757,2008
Abandoned,7.5,n/a,Abandoned,Scotland,332400,670800,2011
Abandoned,5,n/a,Abandoned,England,363500,139046,2011
Abandoned,4.9,n/a,Abandoned,Northern Ireland,78992,530866,2015
Abandoned,5.8,n/a,Abandoned,England,509093,411749,2008
Abandoned,5,n/a,Abandoned,England,574132,183511,2015
Abandoned,49,n/a,Abandoned,England,451855,522830,2013
Abandoned,1.4,n/a,Abandoned,England,619497,307667,2007
Abandoned,16,6,Abandoned,Wales,296600,191300,2006
Abandoned,2,n/a,Abandoned,England,200846,56100,2015
Abandoned,5,n/a,Abandoned,Scotland,228423,643496,2015
Abandoned,7.5,n/a,Abandoned,Scotland,245987,880074,2009
Abandoned,108,30,Abandoned,England,630840,351080,NA
Abandoned,8.6,3,Abandoned,England,492034,273320,2011
Abandoned,2.5,n/a,Abandoned,England,548533,183901,2008
Abandoned,5,n/a,Abandoned,England,405117,183986,2015
Abandoned,2.5,n/a,Abandoned,Wales,287395,187266,2012
Abandoned,2,n/a,Abandoned,Wales,333500,356500,2005
Abandoned,7.5,n/a,Abandoned,England,428383,424026,2013
Abandoned,10,n/a,Abandoned,England,420075,563270,2014
Abandoned,2.3,n/a,Abandoned,England,473720,318555,2015
Abandoned,16.4,n/a,Abandoned,England,490943,290854,2013
Abandoned,53,n/a,Abandoned,England,431479,431846,2009
Abandoned,1.5,n/a,Abandoned,England,375361,109719,2013
Abandoned,1.6,n/a,Abandoned,England,496075,180599,2015
Abandoned,1.2,2,Abandoned,England,444250,84250,2001
Abandoned,49.9,n/a,Abandoned,Wales,331387,184150,2008
Abandoned,1.6,n/a,Abandoned,England,620476,327900,2014
Abandoned,4.2,n/a,Abandoned,England,413565,329410,2011
Abandoned,5,n/a,Abandoned,England,566208,156263,2012
Abandoned,1,n/a,Abandoned,England,468377,458725,2014
Abandoned,9.9,n/a,Abandoned,England,448000,522500,2000
Abandoned,5,n/a,Abandoned,England,306486,113940,2015
Abandoned,5,n/a,Abandoned,England,420682,189012,2011
Abandoned,10,n/a,Abandoned,Wales,312810,167042,2014
Abandoned,24.2,n/a,Abandoned,England,561105,317203,2011
Abandoned,23,10,Abandoned,Wales,302996,349751,2007
Abandoned,2,1,Abandoned,England,533065,258036,2002
Abandoned,5.1,n/a,Abandoned,Northern Ireland,164660,496054,2013
Abandoned,25,n/a,Abandoned,England,513170,347680,2014
Abandoned,2,1,Abandoned,England,386670,398897,2005
Abandoned,2.5,n/a,Abandoned,Wales,320241,174279,2008
Abandoned,3.9,3,Abandoned,Scotland,258500,649500,2003
Abandoned,20,n/a,Abandoned,England,337200,559800,1999
Abandoned,2.5,n/a,Abandoned,England,353827,179649,2014
Abandoned,7.8,n/a,Abandoned,England,166400,40600,2003
Abandoned,2.5,n/a,Abandoned,Scotland,200700,635500,2001
Abandoned,5,n/a,Abandoned,England,452973,373493,2014
Abandoned,8,n/a,Abandoned,England,479813,284245,2012
Abandoned,16.1,7,Abandoned,England,492500,274500,2007
Abandoned,12.3,n/a,Abandoned,England,436900,388200,1997
Abandoned,5,n/a,Abandoned,England,468701,384064,2013
Abandoned,2.5,n/a,Abandoned,England,450612,382646,2009
Abandoned,6.5,n/a,Abandoned,Scotland,301071,669021,2010
Abandoned,7,n/a,Abandoned,England,372288,151929,2004
Abandoned,13,n/a,Abandoned,England,550656,181287,2006
Abandoned,9,n/a,Abandoned,Scotland,252740,788520,2014
Abandoned,100,n/a,Abandoned,England,352459,177491,2009
Application Refused,6.9,3,Planning Permission Refused,England,418528,187782,2010
Application Refused,50,n/a,Planning Permission Refused,England,535442,261838,2015
Application Refused,3.8,n/a,Planning Permission Refused,England,366936,219263,2013
Application Refused,36,12,Appeal Refused,Scotland,327075,854781,2014
Application Refused,15,n/a,Planning Permission Refused,England,573903,340478,2012
Application Refused,30,n/a,Appeal Refused,England,453955,322996,2014
Application Refused,3.2,4,Appeal Refused,Scotland,377164,848646,2010
Application Refused,13,n/a,Planning Permission Refused,England,514339,311962,2013
Application Refused,2.4,3,Appeal Refused,Scotland,310140,708595,2012
Application Refused,3,1,Planning Permission Refused,England,613950,240910,2013
Application Refused,6,2,Appeal Withdrawn,England,524281,308071,2011
Application Refused,13,n/a,Planning Permission Refused,England,430568,510130,2000
Application Refused,8,n/a,Planning Permission Refused,England,391166,286880,2012
Application Refused,2,n/a,Planning Permission Refused,England,477308,408030,2013
Application Refused,6,2,Planning Permission Refused,England,426500,576500,2006
Application Refused,10.5,7,Planning Permission Refused,England,397658,410494,2003
Application Refused,129,40,Appeal Refused,Scotland,348500,831500,2003
Application Refused,6.9,3,Planning Permission Refused,Scotland,335008,972288,2015
Application Refused,5,n/a,Planning Permission Refused,England,303922,96954,2013
Application Refused,1.6,n/a,Planning Permission Refused,Wales,282906,212243,2015
Application Refused,25,n/a,Appeal Refused,England,629977,259437,2012
Application Refused,30,15,Appeal Refused,England,505840,414380,2004
Application Refused,49,n/a,Appeal Withdrawn,England,432987,134363,2013
Application Refused,5,n/a,Appeal Refused,England,425850,209028,2015
Application Refused,10,5,Planning Permission Refused,England,333071,143838,2011
Application Refused,26,7,Planning Permission Refused,Scotland,251895,645950,2010
Application Refused,10.6,n/a,Planning Permission Refused,England,351841,396197,2012
Application Refused,20.7,9,Planning Permission Refused,England,495500,260500,2005
Application Refused,6.9,3,Planning Permission Refused,Scotland,360430,860500,2012
Application Refused,20,n/a,Appeal Refused,England,371584,92877,2014
Application Refused,7,n/a,Planning Permission Refused,England,311687,93382,2014
Application Refused,6,3,Planning Permission Refused,Scotland,340640,1020280,2004
Application Refused,18,n/a,Planning Permission Refused,England,535800,192700,1998
Application Refused,11.5,5,Appeal Lodged,Wales,190930,202471,2014
Application Refused,12.3,5,Appeal Refused,England,423771,355087,2014
Application Refused,5.5,n/a,Planning Permission Refused,England,297438,96563,2013
Application Refused,24.8,0,Planning Permission Refused,England,387240,97840,2003
Application Refused,6,3,Planning Permission Refused,Scotland,381637,782918,2006
Application Refused,6.9,3,Planning Permission Refused,Scotland,351022,808117,2012
Application Refused,4.9,2,Appeal Refused,Scotland,285285,566450,2007
Application Refused,49.9,n/a,Planning Permission Refused,England,371017,208537,2015
Application Refused,5,2,Planning Permission Refused,England,447598,367841,2010
Application Refused,41,12,Appeal Lodged,Scotland,369234,657296,2016
Application Refused,57,19,Appeal Refused,Wales,265400,208320,2008
Application Refused,15,5,Planning Permission Refused,England,194296,67599,2014
Application Refused,3.6,n/a,Planning Permission Refused,Scotland,183700,869700,2003
Application Refused,5,n/a,Appeal Withdrawn,Northern Ireland,146074,540877,2015
Application Refused,20,n/a,Appeal Refused,England,496940,375551,2014
Application Refused,8,n/a,Appeal Withdrawn,England,451868,143268,2012
Application Refused,15.9,n/a,Planning Permission Refused,England,365269,204909,2014
Application Refused,60,0,Planning Permission Refused,Scotland,316500,723500,2004
Application Refused,4.5,n/a,Appeal Refused,England,502959,176586,2015
Application Refused,12,6,Appeal Refused,England,341558,568718,2011
Application Refused,4.6,2,Planning Permission Refused,Wales,240353,391092,2014
Application Refused,2.4,3,Appeal Refused,Scotland,404112,835283,2009
Application Refused,13.8,6,Appeal Refused,Scotland,339685,849303,2011
Application Refused,8.3,n/a,Planning Permission Refused,England,446486,376935,2015
Application Refused,3,0,Planning Permission Refused,Scotland,132700,657200,1995
Application Refused,27.7,8,Appeal Lodged,Scotland,224500,580000,2015
Application Refused,32,16,Appeal Refused,England,534322,266052,2004
Application Refused,5,n/a,Planning Permission Refused,England,437351,348648,2012
Application Refused,12,n/a,Planning Permission Refused,England,571750,112773,2014
Application Refused,6.2,n/a,Appeal Refused,Northern Ireland,133086,538546,2014
Application Refused,19,n/a,Appeal Withdrawn,Wales,338108,185767,2012
Application Refused,20,n/a,Planning Permission Refused,England,259440,54699,2010
Application Refused,48,n/a,Planning Permission Refused,England,548880,320385,2012
Application Refused,2.4,3,Planning Permission Refused,Scotland,274994,864619,2012
Application Refused,54,18,Appeal Refused,Scotland,166521,636785,2013
Application Refused,20,n/a,Planning Permission Refused,England,528800,150400,2000
Application Refused,6.8,2,Planning Permission Refused,England,586220,176394,2015
Application Refused,652,176,Planning Permission Refused,Scotland,142695,934003,2004
Application Refused,25,n/a,Appeal Refused,England,333645,141571,2015
Application Refused,18,6,Planning Permission Refused,England,508505,284075,2006
Application Refused,14,n/a,Planning Permission Refused,England,383733,271107,2000
Application Refused,57.8,17,Appeal Lodged,Scotland,308935,748225,2014
Application Refused,35.5,n/a,Appeal Refused,England,371517,366014,2009
Application Refused,12.8,n/a,Appeal Refused,England,630622,157583,2013
Application Refused,5,n/a,Planning Permission Refused,Scotland,229288,801062,2009
Application Refused,6.3,n/a,Appeal Withdrawn,England,300756,111313,2012
Application Refused,5.7,n/a,Planning Permission Refused,England,290076,88682,2013
Application Refused,12,n/a,Appeal Lodged,Scotland,253217,667154,2015
Application Refused,12.8,n/a,Appeal Lodged,England,160383,37814,2013
Application Refused,42,15,Planning Permission Refused,Scotland,183256,678053,2006
Application Refused,20,8,Appeal Refused,Scotland,286763,713456,2009
Application Refused,13.5,n/a,Appeal Refused,England,616492,229433,2013
Application Refused,4,2,Appeal Refused,Wales,319898,204044,2013
Application Refused,55,23,Appeal Refused,Scotland,242193,905694,2005
Application Refused,1,2,Planning Permission Refused,England,435759,533135,2011
Application Refused,7.8,0,Planning Permission Refused,Wales,201000,232500,1999
Application Refused,30,0,Planning Permission Refused,Scotland,221045,655240,2003
Application Refused,5,n/a,Planning Permission Refused,England,363137,396103,2015
Application Refused,21,19,Planning Permission Refused,Scotland,173827,650398,2004
Application Refused,12,4,Appeal Refused,Scotland,345789,843302,2012
Application Refused,89.1,27,Appeal Lodged,Wales,283850,284250,2014
Application Refused,1.6,n/a,Planning Permission Refused,England,334777,149380,2013
Application Refused,50,20,Appeal Withdrawn,England,214075,84165,2008
Application Refused,5,2,Planning Permission Refused,Scotland,372235,757220,2011
Application Refused,23,10,Planning Permission Refused,England,483366,342151,2007
Application Refused,10.8,n/a,Planning Permission Refused,England,507459,231884,2014
Application Refused,20,n/a,Appeal Refused,England,360840,172197,2016
Application Refused,13.6,n/a,Appeal Refused,England,576155,144510,2013
Application Refused,25,10,Appeal Refused,England,492102,473219,2011
Application Refused,10.2,n/a,Appeal Refused,England,237810,97603,2013
Application Refused,4.5,n/a,Planning Permission Refused,England,583577,125972,2009
Application Refused,8,4,Planning Permission Refused,England,418720,582441,2012
Application Refused,13.8,6,Appeal Refused,Northern Ireland,136457,558762,2011
Application Refused,5.1,n/a,Appeal Refused,England,296710,124577,2012
Application Refused,17,n/a,Planning Permission Refused,England,451522,346871,2015
Application Refused,13.8,6,Appeal Refused,Northern Ireland,147710,565013,2013
Application Refused,12.5,5,Appeal Refused,England,431631,361642,2009
Application Refused,10,5,Planning Permission Refused,England,313864,484173,2012
Application Refused,12,n/a,Appeal Refused,England,384892,164588,2014
Application Refused,10,5,Planning Permission Refused,England,332600,150148,2006
Application Refused,9.4,n/a,Appeal Refused,England,366325,184511,2014
Application Refused,4.7,0,Planning Permission Refused,England,358200,485800,1998
Application Refused,14.7,0,Planning Permission Refused,England,404300,507500,1996
Application Refused,16,8,Planning Permission Refused,England,487500,397500,2003
Application Refused,21,6,Appeal Refused,Scotland,222675,649140,2015
Application Refused,6.5,n/a,Planning Permission Refused,England,345678,288418,2014
Application Refused,45,15,Appeal Refused,Scotland,200876,710912,2013
Application Refused,16,n/a,Appeal Refused,Scotland,311964,722430,2011
Application Refused,8.5,n/a,Planning Permission Refused,Wales,339241,189511,2013
Application Refused,67.5,27,Planning Permission Refused,England,357100,503800,2003
Application Refused,40,n/a,Appeal Withdrawn,England,612132,264013,2012
Application Refused,12.5,5,Appeal Refused,Scotland,345500,739500,2012
Application Refused,17.5,7,Planning Permission Refused,Northern Ireland,47559,521584,2010
Application Refused,15,n/a,Planning Permission Refused,England,349814,438915,2014
Application Refused,34,n/a,Planning Permission Refused,England,400026,308415,2010
Application Refused,12,4,Planning Permission Refused,Scotland,290021,661051,2013
Application Refused,32.5,13,Appeal Refused,Scotland,273500,837000,2012
Application Refused,3.6,n/a,Planning Permission Refused,England,366936,219263,2015
Application Refused,12,n/a,Appeal Refused,England,460796,321384,2014
Application Refused,2.2,0,Planning Permission Refused,Wales,191300,200500,1999
Application Refused,12,n/a,Planning Permission Refused,Scotland,395500,801500,2001
Application Refused,11,n/a,Appeal Refused,England,503240,256004,2009
Application Refused,2,1,Planning Permission Refused,England,529350,220930,2011
Application Refused,1,2,Planning Permission Refused,England,471060,383584,2014
Application Refused,12,3,Secretary of State - Refusal,England,625062,295076,2013
Application Refused,47.5,19,Appeal Refused,Wales,292300,194500,2001
Application Refused,1.2,2,Planning Permission Refused,England,406190,451660,2008
Application Refused,5,n/a,Planning Permission Refused,England,438250,349295,2012
Application Refused,4.1,n/a,Planning Permission Refused,Northern Ireland,131047,531970,2015
Application Refused,8,4,Appeal Refused,England,450681,281599,2013
Application Refused,7.5,3,Planning Permission Refused,England,332425,546767,2013
Application Refused,4,n/a,Appeal Lodged,Scotland,271222,870387,2008
Application Refused,6.2,n/a,Appeal Refused,England,158389,34014,2013
Application Refused,8.5,n/a,Planning Permission Refused,England,404555,345692,2014
Application Refused,9.8,n/a,Planning Permission Refused,England,240028,52879,2013
Application Refused,5,n/a,Planning Permission Refused,England,390575,224139,2015
Application Refused,75,25,Appeal Refused,Scotland,283745,746530,2014
Application Refused,5,2,Planning Permission Refused,Scotland,289572,690869,2010
Application Refused,13,10,Planning Permission Refused,Scotland,300500,710500,2005
Application Refused,30,n/a,Planning Permission Refused,Northern Ireland,125000,525000,2008
Application Refused,1.2,n/a,Planning Permission Refused,England,625751,167136,2013
Application Refused,3.1,n/a,Planning Permission Refused,England,523605,148197,2015
Application Refused,6.9,n/a,Planning Permission Refused,England,279292,92523,2012
Application Refused,1,n/a,Planning Permission Refused,England,450704,479574,2014
Application Refused,4.5,3,Appeal Refused,Wales,319500,257500,2012
Application Refused,12.4,n/a,Planning Permission Refused,Northern Ireland,141254,534827,2009
Application Refused,8.6,n/a,Appeal Refused,England,279447,93446,2012
Application Refused,8,n/a,Planning Permission Refused,England,360436,419966,2013
Application Refused,5,n/a,Planning Permission Refused,England,486956,187880,2015
Application Refused,3.9,0,Planning Permission Refused,England,376500,127500,2003
Application Refused,6.8,3,Planning Permission Refused,England,528710,223223,2008
Application Refused,6.9,3,Appeal Refused,Scotland,273463,553928,2013
Application Refused,4.5,n/a,Planning Permission Refused,England,402518,191739,2015
Application Refused,3.9,0,Appeal Refused,England,409250,606590,2002
Application Refused,11.4,n/a,Planning Permission Refused,England,595597,143652,2013
Application Refused,6,3,Planning Permission Refused,England,387500,241540,2008
Application Refused,12,n/a,Planning Permission Refused,Wales,257192,209823,2014
Application Refused,49,14,Planning Permission Refused,Scotland,286973,619632,2013
Application Refused,4,2,Planning Permission Refused,England,595832,307429,2002
Application Refused,2,n/a,Appeal Withdrawn,England,451868,143268,2012
Application Refused,18.5,9,Appeal Refused,Scotland,344033,659490,2011
Application Refused,48,14,Appeal Refused,Scotland,215500,722500,2005
Application Refused,10,4,Appeal Refused,England,532972,400201,2012
Application Refused,1.7,2,Planning Permission Refused,England,405530,451821,2011
Application Refused,7.6,n/a,Planning Permission Refused,England,365134,161664,2012
Application Refused,27,9,Appeal Lodged,Wales,308665,284309,2012
Application Refused,10,5,Planning Permission Refused,England,460304,267730,2011
Application Refused,43,n/a,Planning Permission Refused,England,528750,150500,1994
Application Refused,3.6,n/a,Appeal Refused,Wales,258281,200175,2014
Application Refused,7,n/a,Planning Permission Refused,England,495184,143848,2013
Application Refused,4.2,n/a,Planning Permission Refused,England,473525,265114,2014
Application Refused,9,3,Secretary of State - Refusal,England,509905,270168,2013
Application Refused,5,n/a,Appeal Refused,Wales,335816,367450,2015
Application Refused,14.3,n/a,Planning Permission Refused,England,411771,127679,2014
Application Refused,9.2,4,Appeal Refused,Scotland,385047,828018,2008
Application Refused,6.9,3,Appeal Refused,Scotland,385355,829356,2010
Application Refused,17.5,7,Secretary of State - Intervened,England,456564,433071,2009
Application Refused,4.2,3,Planning Permission Refused,England,328700,484000,2000
Application Refused,1.5,1,Appeal Refused,England,629616,153332,2013
Application Refused,5.3,n/a,Planning Permission Refused,England,375616,145449,2013
Application Refused,66,24,Appeal Refused,Scotland,283880,727080,2004
Application Refused,18,6,Planning Permission Refused,England,324960,483215,2015
Application Refused,27.6,12,Appeal Refused,Scotland,396106,856589,2011
Application Refused,9,3,Appeal Withdrawn,England,638664,289263,2010
Application Refused,4.5,3,Planning Permission Refused,England,364407,408553,2012
Application Refused,1,2,Planning Permission Refused,Wales,189824,229416,2013
Application Refused,2,n/a,Appeal Refused,England,594993,147457,2010
Application Refused,25,n/a,Planning Permission Refused,England,446107,190207,2013
Application Refused,5,2,Appeal Refused,England,439400,539700,2004
Application Refused,15,n/a,Appeal Refused,England,593113,241405,2013
Application Refused,2.3,1,Planning Permission Refused,Northern Ireland,136636,505059,2007
Application Refused,21,7,Appeal Refused,Scotland,250945,554878,2015
Application Refused,14,7,Appeal Refused,England,372050,340110,2008
Application Refused,2,n/a,Planning Permission Refused,England,443976,426218,2014
Application Refused,15,5,Appeal Refused,Scotland,289680,663200,2013
Application Refused,6,2,Planning Permission Refused,England,424025,578700,2006
Application Refused,2.3,1,Planning Permission Refused,Scotland,336257,701912,2013
Application Refused,15,n/a,Appeal Refused,England,356062,142974,2014
Application Refused,12,n/a,Planning Permission Refused,England,619809,217902,2013
Application Refused,10,5,Planning Permission Refused,Scotland,301750,962750,2005
