Development Status (short),Installed Capacity (MWelec),No. of Turbines,Development Status,Country,X-coordinate,Y-coordinate,year
Operational,9.2,n/a,Operational,England,468420,232700,2014
Operational,29,n/a,Operational,England,441630,189754,2014
Operational,1.1,n/a,Operational,Wales,NA,NA,NA
Operational,5,n/a,Operational,England,408374,180086,2013
Operational,38.1,n/a,Operational,England,555282,256460,2014
Operational,8.7,n/a,Operational,England,347036,130048,2014
Operational,5,n/a,Operational,England,433028,475596,2014
Operational,15,6,Operational,Northern Ireland,59555,572350,2004
Operational,5,n/a,Operational,England,427233,144461,2014
Operational,13.5,n/a,Operational,Northern Ireland,134798,521384,2014
Operational,4.9,n/a,Operational,England,463974,336042,2014
Operational,4.5,3,Operational,England,451000,380000,2004
Operational,8,4,Operational,England,420928,547703,2005
Operational,5,n/a,Operational,England,569468,194288,2014
Operational,4,n/a,Operational,England,450772,150312,2014
Operational,1.4,n/a,Operational,Wales,255583,198601,2015
Operational,4.9,n/a,Operational,Wales,310571,185789,2014
Operational,20,8,Operational,Northern Ireland,53811,517991,2005
Operational,10,n/a,Operational,England,485830,96047,2014
Operational,1.3,1,Operational,England,390334,251792,2014
Operational,5,n/a,Operational,England,477523,339594,2014
Operational,2,1,Operational,Northern Ireland,80213,535661,2008
Operational,15.3,18,Operational,Scotland,225000,555000,2006
Operational,56,24,Operational,Scotland,225000,585000,2005
Operational,5,n/a,Operational,England,629164,327731,2015
Operational,2.5,1,Operational,Northern Ireland,76240,528915,2009
Operational,6.5,5,Operational,England,423218,190825,2000
Operational,6.8,n/a,Operational,England,374394,224673,2014
Operational,12.2,n/a,Operational,England,587510,217512,2012
Operational,5,n/a,Operational,England,509860,128603,2015
Operational,4.5,3,Operational,Scotland,382764,857480,2009
Operational,13.1,n/a,Operational,England,535036,248586,2013
Operational,4,n/a,Operational,England,409627,241319,2013
Operational,18.4,8,Operational,Scotland,357655,815170,2006
Operational,2.5,1,Operational,England,548777,180312,2010
Operational,11,n/a,Operational,England,181089,49385,2012
Operational,5,n/a,Operational,England,568411,177573,2015
Operational,15.6,12,Operational,Wales,293000,295000,2003
Operational,18.2,14,Operational,Scotland,270000,594000,2004
Operational,4.6,2,Operational,England,598426,170070,2010
Operational,4.6,2,Operational,Scotland,318109,689419,2011
Operational,5,n/a,Operational,England,596876,195875,2014
Operational,3.3,n/a,Operational,England,405573,244904,2012
Operational,6.1,n/a,Operational,England,395765,94289,2013
Operational,8.2,4,Operational,England,591061,175143,2008
Operational,4.8,n/a,Operational,England,608000,255000,NA
Operational,21.6,36,Operational,Scotland,261500,602500,1995
Operational,4.8,n/a,Operational,England,193895,54659,2014
Operational,1.7,n/a,Operational,England,471452,384014,2015
Operational,6.7,n/a,Operational,England,358160,109979,2013
Operational,7,n/a,Operational,England,436715,241041,2013
Operational,10,5,Operational,Scotland,234250,824290,2010
Operational,2.5,1,Operational,Scotland,279061,663992,2007
Operational,9,18,Operational,Scotland,255500,871000,1995
Operational,3,n/a,Operational,England,344570,127344,2013
Operational,17,34,Operational,Scotland,255500,871500,1995
Operational,14.3,n/a,Operational,England,563692,145682,2014
Operational,14.4,n/a,Operational,England,534281,243106,2014
Operational,15,6,Operational,England,413034,597920,2008
Operational,7.8,13,Operational,Scotland,278980,630740,1994
Operational,7.3,n/a,Operational,England,629728,302939,2014
Operational,10,5,Operational,Scotland,328540,950761,2010
Operational,5,2,Operational,England,496867,425532,2015
Operational,12.6,n/a,Operational,England,577359,231733,2013
Operational,5,n/a,Operational,England,314453,541167,2015
Operational,21,n/a,Operational,England,363842,182442,2013
Operational,1.3,n/a,Operational,Northern Ireland,113760,510643,2013
Operational,1.3,n/a,Operational,England,333178,446368,2014
Operational,4.8,n/a,Operational,England,403051,253675,2014
Operational,18,n/a,Operational,England,466450,435843,2012
Operational,16.5,n/a,Operational,England,531544,249533,2013
Operational,1.8,1,Operational,Scotland,336770,995385,2002
Operational,1.3,n/a,Operational,Scotland,296982,666291,2015
Operational,1,2,Operational,Scotland,350053,1003214,2013
Operational,6.3,n/a,Operational,England,384872,167858,2014
Operational,8.4,n/a,Operational,England,396046,344411,2015
Operational,7.1,3,Operational,Northern Ireland,69316,525078,2011
Operational,10.8,n/a,Operational,England,564364,231548,2014
Operational,21,9,Operational,Northern Ireland,132735,569854,2011
Operational,1.2,n/a,Operational,England,437532,314290,2015
Operational,25,n/a,Operational,England,415469,255805,2015
Operational,13,n/a,Operational,Scotland,321208,720222,2014
Operational,7,n/a,Operational,England,301466,97090,2012
Operational,5,n/a,Operational,England,354762,193562,2013
Operational,5.8,n/a,Operational,England,348608,530601,2015
Operational,5,n/a,Operational,Wales,254014,252465,2015
Operational,5,n/a,Operational,Wales,328238,343877,2015
Operational,5.8,n/a,Operational,England,515395,175228,2013
Operational,5,n/a,Operational,England,301675,532077,2015
Operational,5,n/a,Operational,England,417307,191077,2014
Operational,5,n/a,Operational,England,450236,472744,2015
Operational,4,2,Operational,England,447872,511421,2009
Operational,3.4,n/a,Operational,Wales,293814,176736,2015
Operational,2.5,1,Operational,England,447216,344836,2010
Operational,12,n/a,Operational,England,385003,177211,2014
Operational,17.8,n/a,Operational,England,414576,194495,2012
Operational,11.9,n/a,Operational,England,606014,227776,2014
Operational,7.5,n/a,Operational,England,503736,254248,2014
Operational,1,2,Operational,England,351169,401881,2013
Operational,1.8,n/a,Operational,England,360460,180792,2016
Operational,4.7,n/a,Operational,Wales,304594,197985,2013
Operational,9.2,4,Operational,Scotland,406123,854692,2011
Operational,7.1,n/a,Operational,England,342667,161552,2014
Operational,9.3,n/a,Operational,Wales,265507,202009,2013
Operational,4.7,n/a,Operational,England,240035,52453,2014
Operational,20,n/a,Operational,England,417391,331610,2014
Operational,21.3,n/a,Operational,England,465126,197272,2014
Operational,1.5,n/a,Operational,England,208517,66931,2015
Operational,8.7,n/a,Operational,England,255174,51965,2014
Operational,9,3,Operational,Scotland,268888,651781,2007
Operational,5,n/a,Operational,England,390500,304757,2015
Operational,22,11,Operational,Scotland,208880,571432,2012
Operational,2.3,1,Operational,England,424985,354923,2011
Operational,13,n/a,Operational,England,407075,106873,2013
Operational,3,1,Operational,England,465670,421110,2006
Operational,6.8,n/a,Operational,England,305042,142360,2014
Operational,14.5,n/a,Operational,England,496214,102475,2013
Operational,6.5,5,Operational,England,358800,493600,1998
Operational,5,n/a,Operational,England,422892,243330,2014
Operational,6.1,n/a,Operational,England,386848,152850,2012
Operational,11.3,n/a,Operational,England,587308,165542,2014
Operational,18,n/a,Operational,Wales,334280,183720,NA
Operational,3.5,n/a,Operational,Scotland,336714,950114,2011
Operational,8.7,n/a,Operational,England,404515,187745,2013
Operational,5,n/a,Operational,England,342598,462146,2015
Operational,15,n/a,Operational,England,496400,262540,2013
Operational,4.6,2,Operational,Scotland,375708,781360,2009
Operational,5,n/a,Operational,England,299889,96705,2011
Operational,13.8,6,Operational,Scotland,366700,670500,2013
Operational,2.3,1,Operational,Scotland,379611,835693,2006
Operational,5,n/a,Operational,England,632795,162120,2013
Operational,15,n/a,Operational,Wales,287791,181659,2014
Operational,40,n/a,Operational,England,437820,144233,2014
Operational,12.5,n/a,Operational,England,301013,96534,2013
Operational,10,n/a,Operational,Wales,319137,193566,2014
Operational,46,20,Operational,Scotland,196465,721170,2004
Operational,16.2,n/a,Operational,Wales,249621,203809,2013
Operational,16,10,Operational,Scotland,340680,620050,2006
Operational,51.7,22,Operational,Scotland,304070,658330,2011
Operational,6.6,n/a,Operational,England,351460,340636,2014
Operational,1.5,1,Operational,England,561043,321955,2011
Operational,9.2,4,Operational,England,240435,115705,2008
Operational,2.4,n/a,Operational,England,450120,423193,2015
Operational,4.9,n/a,Operational,England,275813,52590,2015
Operational,8.2,n/a,Operational,England,336421,310318,2014
Operational,1.5,3,Operational,Scotland,114171,904933,2006
Operational,5,n/a,Operational,England,513149,220690,2015
Operational,9.6,n/a,Operational,England,401072,172471,2013
Operational,3,n/a,Operational,Northern Ireland,130509,557223,2013
Operational,6,n/a,Operational,England,172731,33747,2014
Operational,2.6,n/a,Operational,England,359176,146235,2013
Operational,4.3,2,Operational,Scotland,258600,648600,2011
Operational,6,n/a,Operational,England,373269,144417,2014
Operational,17,n/a,Operational,England,369613,127790,2012
Operational,4,2,Operational,England,416236,550574,2011
Operational,9.2,4,Operational,Wales,305800,348500,2004
Operational,2.6,3,Operational,England,411500,541000,1999
Operational,8.5,n/a,Operational,England,173927,37998,2014
Operational,5,n/a,Operational,England,225875,59256,2012
Operational,15.8,n/a,Operational,England,468636,169185,2014
Operational,3.4,n/a,Operational,England,357121,209434,2013
Operational,15.6,n/a,Operational,England,229109,105236,2012
Operational,2.4,3,Operational,Scotland,380570,837410,2006
Operational,11,n/a,Operational,England,436685,118373,2014
Operational,5,n/a,Operational,England,461763,420079,2015
Operational,16,20,Operational,England,537585,393825,2003
Operational,27.6,12,Operational,Northern Ireland,115926,574530,2006
Operational,5,n/a,Operational,England,527936,423997,2012
Operational,4.6,2,Operational,Northern Ireland,60124,576620,2007
Operational,14.6,n/a,Operational,England,331664,154677,2014
Operational,9,n/a,Operational,England,397764,250587,2014
Operational,13.5,n/a,Operational,England,388770,164574,2014
Operational,68,34,Operational,England,481890,413515,2003
Operational,23.8,7,Operational,England,392515,419340,2008
Operational,7,n/a,Operational,England,442789,123431,2014
Operational,37,n/a,Operational,England,424971,206886,2012
Operational,12,n/a,Operational,England,193490,54417,2012
Operational,3.4,1,Operational,England,432585,580800,2007
Operational,18,9,Operational,England,268500,99500,2005
Operational,69.5,23,Operational,Scotland,257500,813500,2007
Operational,5.8,n/a,Operational,England,544385,182797,2012
Operational,4.1,n/a,Operational,England,274224,45194,2013
Operational,5,n/a,Operational,England,524112,202677,2015
Operational,27,n/a,Operational,England,420821,196008,2014
Operational,29.8,17,Operational,Scotland,261700,881900,2002
Operational,23,10,Operational,Wales,246387,233404,2006
Operational,8.1,n/a,Operational,England,557342,117038,2014
Operational,20,10,Operational,England,492500,274500,2004
Operational,1.8,n/a,Operational,England,354465,179761,2013
Operational,10.6,n/a,Operational,England,453412,86665,2014
Operational,92,40,Operational,Scotland,273500,829000,2002
Operational,8.9,n/a,Operational,England,557492,107430,2014
Operational,22,n/a,Operational,England,406250,241513,2014
Operational,12.5,n/a,Operational,England,456393,219144,2014
Operational,20,n/a,Operational,England,590428,338001,2013
Operational,3,n/a,Operational,England,393388,93923,2013
Operational,40,16,Operational,Scotland,225679,810840,2003
Operational,10,2,Operational,Scotland,347955,929690,2006
Operational,5,n/a,Operational,England,629878,315535,2013
Operational,2.8,n/a,Operational,England,414685,244775,2012
Operational,12,2,Operational,England,620650,205297,NA
Operational,5.5,3,Operational,England,445200,533400,2001
Operational,108,30,Operational,England,622317,208468,2002
Operational,5.6,n/a,Operational,England,592218,219053,2014
Operational,20.5,n/a,Operational,England,481773,284102,2014
Operational,18.7,n/a,Operational,England,465779,320785,2014
Operational,11.3,n/a,Operational,England,393212,92885,2013
Operational,1.5,n/a,Operational,England,243454,53023,2014
Operational,90,25,Operational,Wales,290990,388002,2002
Operational,90,30,Operational,Scotland,291005,542348,2002
Operational,7,n/a,Operational,England,434200,140600,2014
Operational,5,n/a,Operational,England,372541,213700,2011
Operational,8,n/a,Operational,England,334899,98840,2012
Operational,24,n/a,Operational,England,551252,272416,2012
Operational,11.6,n/a,Operational,England,625674,239588,2012
Operational,44,22,Operational,England,470500,414500,2004
Operational,183.6,51,Operational,England,294836,466177,2006
Operational,5,NA,Operational,England,365099,81019,2014
Operational,2.9,NA,Operational,England,478714,285119,2014
Operational,10.5,n/a,Operational,England,448774,212010,2014
Operational,15,6,Operational,Northern Ireland,75490,528123,2006
Operational,6.2,n/a,Operational,England,633263,165267,2013
Operational,24,n/a,Operational,Wales,190200,209976,2013
Operational,10,n/a,Operational,England,628941,150723,2013
Operational,62.1,27,Operational,England,458470,528174,2005
Operational,10,NA,Operational,England,489440,102825,2014
Operational,5,n/a,Operational,England,436685,118373,2014
Operational,7.2,n/a,Operational,Wales,338419,339068,2014
Operational,389,108,Operational,England,304230,455334,2006
Operational,5,n/a,Operational,England,535734,123903,2015
Operational,10.3,5,Operational,England,614550,216860,2007
Operational,7.7,n/a,Operational,England,371971,193941,2014
Operational,1.8,n/a,Operational,England,442964,322649,2014
Operational,34.8,n/a,Operational,England,412705,193851,2014
Operational,10,n/a,Operational,England,551742,272943,2014
Operational,20.7,9,Operational,Scotland,366000,669000,2004
Operational,49.9,n/a,Operational,England,585177,324968,2013
Operational,12.5,n/a,Operational,England,427125,209714,2013
Operational,41.4,18,Operational,Scotland,318500,850500,2007
Operational,3.5,n/a,Operational,England,344449,137081,2013
Operational,5,n/a,Operational,England,362355,138696,2014
Operational,6,n/a,Operational,Wales,308077,172202,2014
Operational,27.6,12,Operational,Northern Ireland,77926,575589,2007
Operational,5,n/a,Operational,England,301672,103703,2014
Operational,5,n/a,Operational,Wales,313742,175059,2012
Operational,1.6,n/a,Operational,England,240828,62572,2011
Operational,1,n/a,Operational,England,399486,289883,2015
Operational,4,n/a,Operational,England,473801,252253,2015
Operational,5,n/a,Operational,England,230312,94341,2012
Operational,5,n/a,Operational,England,321852,130297,2011
Operational,12.6,n/a,Operational,Wales,238717,367342,2012
Operational,36,n/a,Operational,England,410222,99598,2013
Operational,5,NA,Operational,England,444776,475104,2014
Operational,8,n/a,Operational,England,443707,372522,2014
Operational,11.9,n/a,Operational,England,345545,325520,2014
Operational,6.9,3,Operational,Scotland,393495,824485,2007
Operational,1.5,1,Operational,England,646953,318736,1999
Operational,20,8,Operational,England,523270,264130,2008
Operational,4.1,n/a,Operational,England,302353,83979,2014
Operational,1.6,n/a,Operational,Scotland,397540,859050,2014
Operational,7,n/a,Operational,England,405429,101978,2014
Operational,2.6,n/a,Operational,England,558338,186896,2014
Operational,10,n/a,Operational,England,339249,115679,2014
Operational,17.2,26,Operational,Scotland,347069,657344,1996
Operational,4.9,n/a,Operational,England,314364,123660,2012
Operational,9.1,n/a,Operational,England,231165,62264,2012
Operational,26,20,Operational,Northern Ireland,77906,574708,2001
Operational,4.5,15,Operational,England,176615,47930,1994
Operational,29.8,35,Operational,Scotland,347276,655153,2005
Operational,19.5,n/a,Operational,England,235734,66376,2014
Operational,13.8,6,Operational,Northern Ireland,122608,534966,2006
Operational,2.5,1,Operational,Northern Ireland,126713,580597,2010
Operational,4,n/a,Operational,England,472106,378955,2014
Operational,9.9,n/a,Operational,England,232069,61167,2013
Operational,2.7,3,Operational,Scotland,137480,952680,2008
Operational,20.4,9,Operational,Wales,236000,387000,1994
Operational,1,1,Operational,Wales,188700,207500,2005
Operational,14.4,7,Operational,England,484680,284310,2009
Operational,12.5,n/a,Operational,England,406095,202822,2013
Operational,4.6,2,Operational,Scotland,356817,858161,2009
Operational,3,4,Operational,England,436900,548200,1995
Operational,10,4,Operational,Scotland,225200,810300,2007
Operational,9,n/a,Operational,England,523131,362337,2014
Operational,4.8,n/a,Operational,England,434270,558567,2015
Operational,5,n/a,Operational,Scotland,328855,695619,2015
Operational,1.5,n/a,Operational,Scotland,219607,727417,2014
Operational,9,n/a,Operational,England,489570,249520,2014
Operational,4,n/a,Operational,England,296731,97379,2013
Operational,14,7,Operational,England,439000,530000,2004
Operational,5,NA,Operational,England,302687,109668,2014
Operational,16.4,8,Operational,England,532679,403330,2012
Operational,15,6,Operational,Northern Ireland,16972,509701,2005
Operational,50,25,Operational,Scotland,325800,947400,2005
Operational,16.8,n/a,Operational,England,495930,260200,2014
Operational,2.3,n/a,Operational,England,365003,161514,2014
Operational,10.8,n/a,Operational,England,345439,111331,2014
Operational,5,n/a,Operational,Scotland,363182,746857,2015
Operational,1.4,n/a,Operational,England,405947,244721,2015
Operational,350,152,Operational,Scotland,302500,617500,2004
Operational,20,n/a,Operational,England,352294,315486,2014
Operational,4.9,n/a,Operational,England,397396,156384,2014
Operational,13.8,6,Operational,Scotland,315000,580000,2004
Operational,5,n/a,Operational,England,467776,394781,2015
Operational,1.2,n/a,Operational,England,332821,124658,2014
Operational,4.8,n/a,Operational,England,447020,356903,2014
Operational,2.5,n/a,Operational,England,346740,147660,2014
Operational,5,n/a,Operational,England,522603,258420,2014
Operational,2.3,2,Operational,Scotland,334790,1025240,1998
Operational,36.8,16,Operational,Scotland,315000,580000,2004
Operational,4.7,n/a,Operational,England,533992,294234,2014
Operational,26,20,Operational,Scotland,361900,837400,2001
Operational,8,n/a,Operational,England,301601,85206,2014
Operational,1.5,n/a,Operational,England,351373,131348,2014
Operational,5,2,Operational,Wales,284252,179465,2012
Operational,14,n/a,Operational,Wales,320100,203640,2014
Operational,1.8,n/a,Operational,England,391529,307941,2014
Operational,2,n/a,Operational,England,361989,430666,2014
Operational,12.1,n/a,Operational,Wales,197321,216854,2014
Operational,7.5,n/a,Operational,England,495555,226052,2014
Operational,14,n/a,Operational,England,481892,248274,2014
Operational,25,9,Operational,Scotland,322245,692552,2004
Operational,3.8,n/a,Operational,Wales,284154,180554,2015
Operational,5,n/a,Operational,England,404789,250939,2014
Operational,5,n/a,Operational,England,476290,206089,2014
Operational,18,n/a,Operational,England,417714,95129,2014
Operational,13.8,6,Operational,England,398519,638193,2007
Operational,15,5,Operational,Northern Ireland,108200,577000,2003
Operational,11.4,n/a,Operational,England,331704,142629,2014
Operational,20.7,9,Operational,Northern Ireland,66757,567963,2005
Operational,66,20,Operational,Scotland,276947,835012,2013
Operational,10,n/a,Operational,England,356843,338029,2014
Operational,84,28,Operational,Scotland,288785,540522,2002
Operational,5,n/a,Operational,England,427328,289035,2015
Operational,18.7,n/a,Operational,England,421291,326955,2014
Operational,28.7,14,Operational,England,472545,412960,2004
Operational,2.7,9,Operational,England,432290,581345,1991
Operational,4.1,n/a,Operational,England,245039,59158,2015
Operational,16,n/a,Operational,England,433908,317806,2014
Operational,9.2,4,Operational,Northern Ireland,41160,537686,2005
Operational,5,n/a,Operational,England,535667,242584,2014
Operational,69.8,n/a,Operational,England,402315,178635,2014
Operational,2.2,1,Operational,Scotland,276956,649658,2009
Operational,1.5,1,Operational,England,606950,222545,2009
Operational,2.6,2,Operational,Scotland,132500,846500,2009
Operational,5,n/a,Operational,England,449860,371682,2015
Operational,14,7,Operational,England,546300,319200,2009
Operational,5,2,Operational,England,613107,275558,2010
Operational,6.4,8,Operational,Scotland,335700,742600,2003
Operational,6,3,Operational,England,404708,550336,2009
Operational,2.8,n/a,Operational,England,240703,52965,2014
Operational,5,n/a,Operational,England,455645,414136,2014
Operational,15,5,Operational,Northern Ireland,32559,492702,2008
Operational,7.5,n/a,Operational,Wales,288221,208706,2014
Operational,26,20,Operational,Scotland,279000,632000,2005
Operational,5,n/a,Operational,England,445514,358173,2015
Operational,8.5,n/a,Operational,Wales,339241,189511,2015
Operational,5,n/a,Operational,England,534472,225009,2015
Operational,35,14,Operational,Scotland,229266,548481,2012
Operational,5,n/a,Operational,England,464444,385885,2014
Operational,27.5,11,Operational,England,456804,279647,2008
Operational,6,3,Operational,England,533458,295082,2009
Operational,5.8,n/a,Operational,England,414839,330919,2015
Operational,14,n/a,Operational,England,255883,58478,2014
Operational,4.1,n/a,Operational,England,330614,108791,2014
Operational,5,n/a,Operational,England,487065,214308,2014
Operational,4.6,2,Operational,Scotland,348948,857294,2009
Operational,9.2,4,Operational,Northern Ireland,41160,537686,2009
Operational,1.8,2,Operational,Scotland,344124,1043753,2008
Operational,5,n/a,Operational,England,467163,245965,2014
Operational,4.3,n/a,Operational,England,431223,259709,2014
Operational,11.6,n/a,Operational,England,388136,102088,2014
Operational,4,n/a,Operational,England,409653,100413,2014
Operational,2.5,1,Operational,Wales,286568,205930,2014
Operational,2,1,Operational,Scotland,317941,688959,2011
Operational,6.1,n/a,Operational,England,461609,323941,2014
Operational,28.5,n/a,Operational,England,375073,204169,2014
Operational,24.2,n/a,Operational,England,487386,213197,2014
Operational,6,3,Operational,Scotland,405416,853549,2010
Operational,38,n/a,Operational,England,494072,408026,2014
Operational,1.8,n/a,Operational,England,364360,131378,2014
Operational,11.5,5,Operational,England,640495,280140,2013
Operational,8,n/a,Operational,England,472389,166123,2014
Operational,1.5,n/a,Operational,England,189849,57162,2015
Operational,5,n/a,Operational,England,487183,215067,2015
Operational,4.2,n/a,Operational,England,359231,433013,2015
Operational,4.7,n/a,Operational,England,385169,153475,2015
Operational,6.6,n/a,Operational,England,565032,144747,2014
Operational,12,6,Operational,England,312500,535500,2008
Operational,5,n/a,Operational,England,528684,121331,2015
Operational,1.7,n/a,Operational,England,510606,178655,2015
Operational,5,n/a,Operational,Wales,298420,377733,2014
Operational,5,NA,Operational,England,491485,106199,2014
Operational,6,3,Operational,England,448125,511235,2009
Operational,5,n/a,Operational,England,423474,319685,2015
Operational,6.9,3,Operational,Northern Ireland,80500,528499,2006
Operational,1,2,Operational,Scotland,403588,837834,2010
Operational,5,n/a,Operational,England,632877,144096,2014
Operational,4.1,2,Operational,England,651905,286095,2006
Operational,1,2,Operational,England,558111,182855,2013
Operational,2.8,n/a,Operational,England,276119,106179,2015
Operational,13.8,6,Operational,Northern Ireland,76324,530621,2006
Operational,94,33,Operational,Scotland,264000,820120,2005
Operational,1.5,1,Operational,England,449381,253123,2011
Operational,1,n/a,Operational,England,355189,130227,2011
Operational,30,15,Operational,Scotland,295000,589000,2003
Operational,5,n/a,Operational,Wales,308691,169396,2015
Operational,20.5,10,Operational,England,414989,625121,2006
Operational,6.8,2,Operational,Scotland,299342,652838,2012
Operational,5,n/a,Operational,England,513581,219407,2015
Operational,10.3,5,Operational,England,466000,362000,2007
Operational,48,16,Operational,Scotland,369468,669455,2005
Operational,5,n/a,Operational,Scotland,356893,749462,2015
Operational,5,n/a,Operational,England,532650,358372,2015
Operational,1.1,n/a,Operational,England,394528,285627,NA
Operational,4.5,n/a,Operational,England,336767,436761,2015
Operational,1.6,2,Operational,Scotland,362478,807524,2014
Operational,15,26,Operational,Scotland,175200,637600,1998
Operational,24,12,Operational,England,374424,424281,2009
Operational,17.5,n/a,Operational,England,633149,260842,2012
Operational,7.5,3,Operational,England,530221,430242,2006
Operational,26,13,Operational,England,429400,589799,2006
Operational,4.5,n/a,Operational,England,251139,130383,2015
Operational,4.6,2,Operational,England,200211,62170,2012
Operational,5,n/a,Operational,England,367920,374201,2015
Operational,5,n/a,Operational,England,378440,85628,2015
Operational,12,4,Operational,Northern Ireland,119820,589284,2009
Operational,3.9,3,Operational,Scotland,139155,929460,2001
Operational,5,n/a,Operational,England,446680,305219,2015
Operational,17.9,n/a,Operational,England,626626,322780,2014
Operational,4.9,4,Operational,Scotland,302000,969500,2000
Operational,3.7,5,Operational,Scotland,442500,1142500,1993
Operational,14,7,Operational,England,545100,301570,2007
Operational,23,NA,Operational,England,154466,39557,2005
Operational,5,n/a,Operational,England,372241,312458,2015
Operational,2.6,2,Operational,Wales,284700,361300,1999
Operational,18.5,9,Operational,England,423943,596828,2012
Operational,1,n/a,Operational,Northern Ireland,94165,535547,2015
Operational,5.2,n/a,Operational,England,605307,304915,2014
Operational,20.5,10,Operational,Scotland,181005,648528,2010
Operational,5.1,n/a,Operational,England,451345,528361,2016
Operational,4,2,Operational,England,436675,543772,2007
Operational,4.7,2,Operational,Northern Ireland,128574,562072,2009
Operational,9,3,Operational,England,351593,178451,2010
Operational,4.5,3,Operational,England,380100,430800,2002
Operational,64.8,18,Operational,England,624262,208150,2007
Operational,65,28,Operational,Scotland,311500,840500,2001
Operational,97.2,27,Operational,England,563561,368447,2002
Operational,4,2,Operational,England,194662,49203,2012
Operational,1,2,Operational,England,189473,54165,2013
Operational,3.6,n/a,Operational,Wales,338023,347831,2015
Operational,18,6,Operational,Scotland,224900,651200,2002
Operational,5,n/a,Operational,England,473392,291590,2015
Operational,13,2,Operational,Scotland,218776,652956,2011
Operational,60,30,Operational,England,656417,311874,2001
Operational,1,2,Operational,England,647642,318446,2013
Operational,7.2,3,Operational,Scotland,258534,649697,2012
Operational,1.5,1,Operational,Wales,299554,347741,2016
Operational,49.5,15,Operational,England,614105,176834,2012
Operational,14.2,n/a,Operational,England,474907,368832,2014
Operational,6.9,3,Operational,Scotland,375631,669803,2011
Operational,5,n/a,Operational,England,434775,121294,2015
Operational,1.6,2,Operational,England,335490,553153,2013
Operational,1.4,n/a,Operational,England,360460,180792,2016
Operational,3.2,4,Operational,Scotland,388702,836734,2007
Operational,15,5,Operational,Scotland,289500,653500,2011
Operational,317,88,Operational,England,610671,364425,2006
Operational,2,1,Operational,England,349007,457081,2010
Operational,5,n/a,Operational,Wales,307796,188016,2015
Operational,1.2,n/a,Operational,England,464214,101577,2014
Operational,2.4,3,Operational,Scotland,361419,854774,2010
Operational,5,3,Operational,Scotland,397560,859107,2008
Operational,1.7,2,Operational,England,516489,429822,2011
Operational,6.5,n/a,Operational,England,291535,78055,2014
Operational,4.6,2,Operational,Scotland,375067,859014,2011
Operational,1.6,2,Operational,Wales,214885,211552,2011
Operational,7,n/a,Operational,Wales,309173,169565,2014
Operational,12.5,5,Operational,England,499885,268015,2010
Operational,15,6,Operational,England,492444,438545,2008
Operational,228,76,Operational,Wales,282793,196557,2009
Operational,4.7,n/a,Operational,England,563507,158908,2015
Operational,6.7,n/a,Operational,England,393922,226330,2015
Operational,8,n/a,Operational,England,407114,189633,2013
Operational,1.5,3,Operational,Scotland,375187,863494,2011
Operational,15,5,Operational,England,456880,358150,2006
Operational,20,8,Operational,Scotland,272451,686495,2006
Operational,5,n/a,Operational,England,513504,118234,2015
Operational,36,12,Operational,Scotland,275154,638500,2012
Operational,5,n/a,Operational,England,494348,332600,2015
Operational,19.2,6,Operational,Scotland,302205,659690,2012
Operational,4.2,n/a,Operational,England,230985,101685,2015
Operational,3,n/a,Operational,England,333733,110028,2015
Operational,4,2,Operational,England,585114,306597,2009
Operational,5,n/a,Operational,England,439522,296115,2015
Operational,219,73,Operational,England,566400,390760,2008
Operational,2.3,1,Operational,England,301881,532072,2011
Operational,4.6,2,Operational,Scotland,381628,837639,2006
Operational,5,n/a,Operational,England,430324,314853,2015
Operational,17.1,9,Operational,England,527376,430105,2009
Operational,4.6,2,Operational,Scotland,375188,855296,2010
Operational,10,5,Operational,Scotland,360531,1033828,2011
Operational,12,6,Operational,Scotland,289525,702720,2011
Operational,5,n/a,Operational,England,441867,370139,2015
Operational,1.8,NA,Operational,England,334116,104847,2014
Operational,7.5,3,Operational,Scotland,234144,636959,2010
Operational,58.5,39,Operational,Wales,281000,280000,2000
Operational,16.8,28,Operational,Wales,291053,295836,1993
Operational,12,n/a,Operational,England,504955,373023,2013
Operational,3.8,n/a,Operational,England,371576,312126,NA
Operational,18.4,8,Operational,Scotland,370540,786500,2003
Operational,2.4,3,Operational,Scotland,396115,858370,2006
Operational,4.6,n/a,Operational,England,538665,286282,2015
Operational,5,n/a,Operational,England,456246,164821,2015
Operational,26.7,13,Operational,England,519870,339325,2003
Operational,2.4,3,Operational,Scotland,373109,821437,2010
Operational,7.5,3,Operational,England,438490,549675,2008
Operational,5.9,13,Operational,England,422000,404000,NA
Operational,4.6,2,Operational,Wales,240490,391238,2010
Operational,9.2,4,Operational,Scotland,245292,653952,2009
Operational,1,n/a,Operational,England,604556,119110,2017
Operational,1.5,2,Operational,Scotland,373982,669162,2010
Operational,1.5,1,Operational,England,535485,293292,2012
Operational,10.2,3,Operational,England,524497,429743,2008
Operational,5,n/a,Operational,England,433077,319883,2015
Operational,5,n/a,Operational,England,463388,467066,2015
Operational,136,68,Operational,Scotland,3.00E+05,595000,2004
Operational,37.5,15,Operational,Northern Ireland,95250,575500,2007
Operational,29.7,9,Operational,England,515938,462771,2012
Operational,29.9,12,Operational,Scotland,334250,966250,2005
Operational,10,5,Operational,England,491554,439660,2010
Operational,4.8,NA,Operational,England,308588,118087,2014
