CountryName,CountryCode,Date,cases_weekly,deaths_weekly,StringencyIndex,StringencyIndexForDisplay,Population,deaths_weekly_scaled
Spain,ESP,2020-09-21T00:00:00Z,77738,815,60.65,60.65,46.443959,17.54803030465168
Spain,ESP,2020-09-14T00:00:00Z,68181,332,60.65,60.65,46.443959,7.14840007502375
Spain,ESP,2020-09-07T00:00:00Z,62691,422,60.65,60.65,46.443959,9.086219372469948
Spain,ESP,2020-08-31T00:00:00Z,57422,222,62.5,62.5,46.443959,4.779954267033954
Spain,ESP,2020-08-24T00:00:00Z,46354,226,62.5,62.5,46.443959,4.8660795691426735
Spain,ESP,2020-08-17T00:00:00Z,36102,70,62.5,62.5,46.443959,1.507192786902598
Spain,ESP,2020-08-10T00:00:00Z,25926,104,60.65,60.65,46.443959,2.2392578548267172
Spain,ESP,2020-08-03T00:00:00Z,18272,38,64.35,64.35,46.443959,0.8181903700328389
Spain,ESP,2020-07-27T00:00:00Z,13946,12,64.35,64.35,46.443959,0.25837590632615964
Spain,ESP,2020-07-20T00:00:00Z,8883,16,64.35,64.35,46.443959,0.3445012084348796
Spain,ESP,2020-07-13T00:00:00Z,4164,18,56.94,56.94,46.443959,0.3875638594892395
Spain,ESP,2020-07-06T00:00:00Z,2819,42,56.94,56.94,46.443959,0.9043156721415588
Spain,ESP,2020-06-29T00:00:00Z,2466,22,41.2,41.2,46.443959,0.4736891615979594
Spain,ESP,2020-06-22T00:00:00Z,2395,1188,41.2,41.2,46.443959,25.579214726289806
Spain,ESP,2020-06-15T00:00:00Z,2392,0,57.41,57.41,46.443959,0
Spain,ESP,2020-06-08T00:00:00Z,2079,9,57.41,57.41,46.443959,0.19378192974461975
Spain,ESP,2020-06-01T00:00:00Z,4238,293,66.67,66.67,46.443959,6.308678379463732
Spain,ESP,2020-05-25T00:00:00Z,3794,-875,75.46,75.46,46.443959,-18.839909836282477
Spain,ESP,2020-05-18T00:00:00Z,3836,965,79.17,79.17,46.443959,20.777729133728673
Spain,ESP,2020-05-11T00:00:00Z,8565,1316,81.94,81.94,46.443959,28.335224393768843
Spain,ESP,2020-05-04T00:00:00Z,7635,2238,81.94,81.94,46.443959,48.187106529828775
Spain,ESP,2020-04-27T00:00:00Z,16100,2338,85.19,85.19,46.443959,50.34023908254677
Spain,ESP,2020-04-20T00:00:00Z,20519,3880,85.19,85.19,46.443959,83.5415430454583
Spain,ESP,2020-04-13T00:00:00Z,32553,4554,85.19,85.19,46.443959,98.0536564507776
Spain,ESP,2020-04-06T00:00:00Z,46276,5890,85.19,85.19,46.443959,126.81950735509004
Spain,ESP,2020-03-30T00:00:00Z,54860,4808,85.19,85.19,46.443959,103.52261313468131
Spain,ESP,2020-03-23T00:00:00Z,29771,1432,71.76,71.76,46.443959,30.83285815492172
Spain,ESP,2020-03-16T00:00:00Z,9964,283,68.98,68.98,46.443959,6.093365124191932
Spain,ESP,2020-03-09T00:00:00Z,1391,5,25,25,46.443959,0.10765662763589987
Spain,ESP,2020-03-02T00:00:00Z,134,0,11.11,11.11,46.443959,0
Spain,ESP,2020-02-24T00:00:00Z,0,0,11.11,11.11,46.443959,0
Spain,ESP,2020-02-17T00:00:00Z,0,0,11.11,11.11,46.443959,0
Spain,ESP,2020-02-10T00:00:00Z,1,0,11.11,11.11,46.443959,0
Spain,ESP,2020-02-03T00:00:00Z,1,0,11.11,11.11,46.443959,0
Spain,ESP,2020-01-27T00:00:00Z,0,0,0,0,46.443959,0
Spain,ESP,2020-01-20T00:00:00Z,0,0,0,0,46.443959,0
Spain,ESP,2020-01-13T00:00:00Z,0,0,0,0,46.443959,0
Spain,ESP,2020-01-06T00:00:00Z,0,0,0,0,46.443959,0
Sweden,SWE,2021-01-18T00:00:00Z,28970,178,NA,69.44,9.903122,17.97412977442871
Sweden,SWE,2021-01-11T00:00:00Z,39467,469,69.44,69.44,9.903122,47.35880260790486
Sweden,SWE,2021-01-04T00:00:00Z,41338,591,69.44,69.44,9.903122,59.67814998138971
Sweden,SWE,2020-12-28T00:00:00Z,37141,676,69.44,69.44,9.903122,68.26130183996521
Sweden,SWE,2020-12-21T00:00:00Z,46185,623,69.44,69.44,9.903122,62.909454210500485
Sweden,SWE,2020-12-14T00:00:00Z,43630,532,71.3,71.3,9.903122,53.720432808966706
Sweden,SWE,2020-12-07T00:00:00Z,36841,466,68.52,68.52,9.903122,47.055867836425726
Sweden,SWE,2020-11-30T00:00:00Z,35561,428,64.81,64.81,9.903122,43.218694064356676
Sweden,SWE,2020-11-23T00:00:00Z,31955,348,58.33,58.33,9.903122,35.14043349157973
Sweden,SWE,2020-11-16T00:00:00Z,31322,237,58.33,58.33,9.903122,23.93184694685171
Sweden,SWE,2020-11-09T00:00:00Z,25405,171,55.56,55.56,9.903122,17.267281974310727
Sweden,SWE,2020-11-02T00:00:00Z,18475,91,55.56,55.56,9.903122,9.189021401533779
Sweden,SWE,2020-10-26T00:00:00Z,9157,50,55.56,55.56,9.903122,5.048912857985593
Sweden,SWE,2020-10-19T00:00:00Z,5620,17,55.56,55.56,9.903122,1.7166303717151017
Sweden,SWE,2020-10-12T00:00:00Z,4278,23,55.56,55.56,9.903122,2.3224999146733727
Sweden,SWE,2020-10-05T00:00:00Z,3642,18,55.56,55.56,9.903122,1.8176086288748134
Sweden,SWE,2020-09-28T00:00:00Z,2919,10,55.56,55.56,9.903122,1.0097825715971185
Sweden,SWE,2020-09-21T00:00:00Z,2080,12,55.56,55.56,9.903122,1.2117390859165422
Sweden,SWE,2020-09-14T00:00:00Z,1592,14,55.56,55.56,9.903122,1.413695600235966
Sweden,SWE,2020-09-07T00:00:00Z,1332,11,55.56,55.56,9.903122,1.1107608287568305
Sweden,SWE,2020-08-31T00:00:00Z,1200,11,55.56,55.56,9.903122,1.1107608287568305
Sweden,SWE,2020-08-24T00:00:00Z,1687,17,55.56,55.56,9.903122,1.7166303717151017
Sweden,SWE,2020-08-17T00:00:00Z,2052,17,55.56,55.56,9.903122,1.7166303717151017
Sweden,SWE,2020-08-10T00:00:00Z,2014,16,59.26,59.26,9.903122,1.6156521145553897
Sweden,SWE,2020-08-03T00:00:00Z,1556,16,59.26,59.26,9.903122,1.6156521145553897
Sweden,SWE,2020-07-27T00:00:00Z,1316,30,59.26,59.26,9.903122,3.029347714791356
Sweden,SWE,2020-07-20T00:00:00Z,1622,51,59.26,59.26,9.903122,5.149891115145305
Sweden,SWE,2020-07-13T00:00:00Z,2179,82,59.26,59.26,9.903122,8.280217087096373
Sweden,SWE,2020-07-06T00:00:00Z,4276,97,59.26,59.26,9.903122,9.79489094449205
Sweden,SWE,2020-06-29T00:00:00Z,7459,134,59.26,59.26,9.903122,13.53108645940139
Sweden,SWE,2020-06-22T00:00:00Z,7073,190,59.26,59.26,9.903122,19.185868860345252
Sweden,SWE,2020-06-15T00:00:00Z,7123,227,59.26,59.26,9.903122,22.922064375254593
Sweden,SWE,2020-06-08T00:00:00Z,6021,244,64.81,64.81,9.903122,24.638694746969694
Sweden,SWE,2020-06-01T00:00:00Z,4281,271,64.81,64.81,9.903122,27.365107690281913
Sweden,SWE,2020-05-25T00:00:00Z,3659,343,64.81,64.81,9.903122,34.63554220578117
Sweden,SWE,2020-05-18T00:00:00Z,3869,375,64.81,64.81,9.903122,37.86684643489195
Sweden,SWE,2020-05-11T00:00:00Z,4152,491,64.81,64.81,9.903122,49.580324265418525
Sweden,SWE,2020-05-04T00:00:00Z,3832,554,64.81,64.81,9.903122,55.94195446648037
Sweden,SWE,2020-04-27T00:00:00Z,4201,535,64.81,64.81,9.903122,54.02336758044584
Sweden,SWE,2020-04-20T00:00:00Z,3751,659,64.81,64.81,9.903122,66.54467146825012
Sweden,SWE,2020-04-13T00:00:00Z,3739,658,64.81,64.81,9.903122,66.4436932110904
Sweden,SWE,2020-04-06T00:00:00Z,3229,496,64.81,64.81,9.903122,50.08521555121708
Sweden,SWE,2020-03-30T00:00:00Z,1957,224,53.7,53.7,9.903122,22.619129603775455
Sweden,SWE,2020-03-23T00:00:00Z,924,53,43.52,43.52,9.903122,5.351847629464729
Sweden,SWE,2020-03-16T00:00:00Z,838,8,27.78,27.78,9.903122,0.8078260572776949
Sweden,SWE,2020-03-09T00:00:00Z,211,0,11.11,11.11,9.903122,0
Sweden,SWE,2020-03-02T00:00:00Z,13,0,0,0,9.903122,0
Sweden,SWE,2020-02-24T00:00:00Z,0,0,0,0,9.903122,0
Sweden,SWE,2020-02-17T00:00:00Z,0,0,0,0,9.903122,0
Sweden,SWE,2020-02-10T00:00:00Z,1,0,0,0,9.903122,0
Sweden,SWE,2020-02-03T00:00:00Z,0,0,0,0,9.903122,0
Sweden,SWE,2020-01-27T00:00:00Z,0,0,0,0,9.903122,0
Sweden,SWE,2020-01-20T00:00:00Z,0,0,0,0,9.903122,0
Sweden,SWE,2020-01-13T00:00:00Z,0,0,0,0,9.903122,0
Sweden,SWE,2020-01-06T00:00:00Z,0,0,0,0,9.903122,0
Switzerland,CHE,2021-01-18T00:00:00Z,15378,392,NA,60.19,8.372098,46.822194389028894
Switzerland,CHE,2021-01-11T00:00:00Z,22434,417,60.19,60.19,8.372098,49.8083037250639
Switzerland,CHE,2021-01-04T00:00:00Z,23414,495,60.19,60.19,8.372098,59.12496485349312
Switzerland,CHE,2020-12-28T00:00:00Z,24084,563,60.19,60.19,8.372098,67.24718224750833
Switzerland,CHE,2020-12-21T00:00:00Z,39833,802,60.19,60.19,8.372098,95.794387500003
Switzerland,CHE,2020-12-14T00:00:00Z,29228,546,60.19,60.19,8.372098,65.21662789900454
Switzerland,CHE,2020-12-07T00:00:00Z,26084,596,57.41,57.41,8.372098,71.18884657107455
Switzerland,CHE,2020-11-30T00:00:00Z,27534,669,57.41,57.41,8.372098,79.90828583229676
Switzerland,CHE,2020-11-23T00:00:00Z,33297,611,57.41,57.41,8.372098,72.98051217269554
Switzerland,CHE,2020-11-16T00:00:00Z,45026,552,59.26,59.26,8.372098,65.93329413965293
Switzerland,CHE,2020-11-09T00:00:00Z,57432,369,59.26,59.26,8.372098,44.07497379987669
Switzerland,CHE,2020-11-02T00:00:00Z,50405,159,59.26,59.26,8.372098,18.99165537718264
Switzerland,CHE,2020-10-26T00:00:00Z,28901,53,35.65,35.65,8.372098,6.330551792394213
Switzerland,CHE,2020-10-19T00:00:00Z,14192,30,32.87,32.87,8.372098,3.583331203242007
Switzerland,CHE,2020-10-12T00:00:00Z,5967,10,29.17,29.17,8.372098,1.1944437344140024
Switzerland,CHE,2020-10-05T00:00:00Z,2399,5,31.94,31.94,8.372098,0.5972218672070012
Switzerland,CHE,2020-09-28T00:00:00Z,2693,14,43.06,43.06,8.372098,1.6722212281796034
Switzerland,CHE,2020-09-21T00:00:00Z,2103,18,43.06,43.06,8.372098,2.149998721945204
Switzerland,CHE,2020-09-14T00:00:00Z,2775,14,43.06,43.06,8.372098,1.6722212281796034
Switzerland,CHE,2020-09-07T00:00:00Z,2387,8,43.06,43.06,8.372098,0.9555549875312019
Switzerland,CHE,2020-08-31T00:00:00Z,2104,5,43.06,43.06,8.372098,0.5972218672070012
Switzerland,CHE,2020-08-24T00:00:00Z,1771,4,43.06,43.06,8.372098,0.47777749376560097
Switzerland,CHE,2020-08-17T00:00:00Z,1517,4,43.06,43.06,8.372098,0.47777749376560097
Switzerland,CHE,2020-08-10T00:00:00Z,1053,6,43.06,43.06,8.372098,0.7166662406484015
Switzerland,CHE,2020-08-03T00:00:00Z,1136,5,43.06,43.06,8.372098,0.5972218672070012
Switzerland,CHE,2020-07-27T00:00:00Z,821,13,39.35,39.35,8.372098,1.552776854738203
Switzerland,CHE,2020-07-20T00:00:00Z,706,2,39.35,39.35,8.372098,0.23888874688280048
Switzerland,CHE,2020-07-13T00:00:00Z,614,0,39.35,39.35,8.372098,0
Switzerland,CHE,2020-07-06T00:00:00Z,650,4,39.35,39.35,8.372098,0.47777749376560097
Switzerland,CHE,2020-06-29T00:00:00Z,325,2,35.19,35.19,8.372098,0.23888874688280048
Switzerland,CHE,2020-06-22T00:00:00Z,175,3,35.19,35.19,8.372098,0.3583331203242007
Switzerland,CHE,2020-06-15T00:00:00Z,152,16,46.3,46.3,8.372098,1.9111099750624039
Switzerland,CHE,2020-06-08T00:00:00Z,103,4,46.3,46.3,8.372098,0.47777749376560097
Switzerland,CHE,2020-06-01T00:00:00Z,126,15,55.56,55.56,8.372098,1.7916656016210035
Switzerland,CHE,2020-05-25T00:00:00Z,149,39,58.33,58.33,8.372098,4.65833056421461
Switzerland,CHE,2020-05-18T00:00:00Z,282,65,58.33,58.33,8.372098,7.763884273691016
Switzerland,CHE,2020-05-11T00:00:00Z,400,65,58.33,58.33,8.372098,7.763884273691016
Switzerland,CHE,2020-05-04T00:00:00Z,844,136,69.44,69.44,8.372098,16.244434788030432
Switzerland,CHE,2020-04-27T00:00:00Z,1320,202,69.44,69.44,8.372098,24.127763435162848
Switzerland,CHE,2020-04-20T00:00:00Z,2438,276,73.15,73.15,8.372098,32.966647069826465
Switzerland,CHE,2020-04-13T00:00:00Z,4198,299,73.15,73.15,8.372098,35.71386765897867
Switzerland,CHE,2020-04-06T00:00:00Z,6748,302,73.15,73.15,8.372098,36.072200779302875
Switzerland,CHE,2020-03-30T00:00:00Z,7303,197,73.15,73.15,8.372098,23.530541567955847
Switzerland,CHE,2020-03-23T00:00:00Z,4771,47,73.15,73.15,8.372098,5.6138855517458115
Switzerland,CHE,2020-03-16T00:00:00Z,1868,11,44.44,44.44,8.372098,1.3138881078554026
Switzerland,CHE,2020-03-09T00:00:00Z,308,2,25,25,8.372098,0.23888874688280048
Switzerland,CHE,2020-03-02T00:00:00Z,24,0,19.44,19.44,8.372098,0
Switzerland,CHE,2020-02-24T00:00:00Z,0,0,0,0,8.372098,0
Switzerland,CHE,2020-02-17T00:00:00Z,0,0,0,0,8.372098,0
Switzerland,CHE,2020-02-10T00:00:00Z,0,0,0,0,8.372098,0
Switzerland,CHE,2020-02-03T00:00:00Z,0,0,0,0,8.372098,0
Switzerland,CHE,2020-01-27T00:00:00Z,0,0,0,0,8.372098,0
Switzerland,CHE,2020-01-20T00:00:00Z,0,0,0,0,8.372098,0
Switzerland,CHE,2020-01-13T00:00:00Z,0,0,0,0,8.372098,0
Switzerland,CHE,2020-01-06T00:00:00Z,0,0,0,0,8.372098,0
Ukraine,UKR,2021-01-18T00:00:00Z,44402,1034,NA,75,45.004645,22.97540620529281
Ukraine,UKR,2021-01-11T00:00:00Z,45221,981,75,75,45.004645,21.797749987806817
Ukraine,UKR,2021-01-04T00:00:00Z,43719,1005,61.57,61.57,45.004645,22.331028274970286
Ukraine,UKR,2020-12-28T00:00:00Z,59381,1184,61.57,61.57,45.004645,26.308395500064496
Ukraine,UKR,2020-12-21T00:00:00Z,70327,1418,61.57,61.57,45.004645,31.507858799908323
Ukraine,UKR,2020-12-14T00:00:00Z,87360,1659,61.57,61.57,45.004645,36.86286160017483
Ukraine,UKR,2020-12-07T00:00:00Z,90627,1375,61.57,61.57,45.004645,30.55240186874044
Ukraine,UKR,2020-11-30T00:00:00Z,110014,1400,61.57,61.57,45.004645,31.10790008453572
Ukraine,UKR,2020-11-23T00:00:00Z,76808,1210,61.57,61.57,45.004645,26.886113644491587
Ukraine,UKR,2020-11-16T00:00:00Z,75526,1153,61.57,61.57,45.004645,25.619577712478346
Ukraine,UKR,2020-11-09T00:00:00Z,64891,1144,58.8,58.8,45.004645,25.419598354792047
Ukraine,UKR,2020-11-02T00:00:00Z,51951,915,58.8,58.8,45.004645,20.331234698107274
Ukraine,UKR,2020-10-26T00:00:00Z,39851,718,58.8,58.8,45.004645,15.953908757640463
Ukraine,UKR,2020-10-19T00:00:00Z,42604,701,58.8,58.8,45.004645,15.576169970899672
Ukraine,UKR,2020-10-12T00:00:00Z,34572,575,58.8,58.8,45.004645,12.776458963291457
Ukraine,UKR,2020-10-05T00:00:00Z,27828,438,58.8,58.8,45.004645,9.732328740733319
Ukraine,UKR,2020-09-28T00:00:00Z,22956,402,64.35,64.35,45.004645,8.9324113099881135
Ukraine,UKR,2020-09-21T00:00:00Z,21343,379,64.35,64.35,45.004645,8.421352951456456
Ukraine,UKR,2020-09-14T00:00:00Z,18441,367,64.35,64.35,45.004645,8.154713807874721
Ukraine,UKR,2020-09-07T00:00:00Z,16820,284,53.24,53.24,45.004645,6.310459731434389
Ukraine,UKR,2020-08-31T00:00:00Z,14116,256,66.2,66.2,45.004645,5.688301729743674
Ukraine,UKR,2020-08-24T00:00:00Z,12138,182,57.87,57.87,45.004645,4.044027010989644
Ukraine,UKR,2020-08-17T00:00:00Z,10863,167,57.87,57.87,45.004645,3.7107280815124755
Ukraine,UKR,2020-08-10T00:00:00Z,9789,197,57.87,57.87,45.004645,4.377325940466812
Ukraine,UKR,2020-08-03T00:00:00Z,7319,120,57.87,57.87,45.004645,2.6663914358173475
Ukraine,UKR,2020-07-27T00:00:00Z,6007,120,41.67,41.67,45.004645,2.6663914358173475
Ukraine,UKR,2020-07-20T00:00:00Z,5321,102,41.67,41.67,45.004645,2.266432720444745
Ukraine,UKR,2020-07-13T00:00:00Z,5021,134,41.67,41.67,45.004645,2.9774704366627045
Ukraine,UKR,2020-07-06T00:00:00Z,5518,120,41.67,41.67,45.004645,2.6663914358173475
Ukraine,UKR,2020-06-29T00:00:00Z,6422,127,41.67,41.67,45.004645,2.821930936240026
Ukraine,UKR,2020-06-22T00:00:00Z,5406,113,41.67,41.67,45.004645,2.510851935394669
Ukraine,UKR,2020-06-15T00:00:00Z,4155,101,68.06,68.06,45.004645,2.244212791812934
Ukraine,UKR,2020-06-08T00:00:00Z,3327,80,76.39,76.39,45.004645,1.7775942905448983
Ukraine,UKR,2020-06-01T00:00:00Z,2686,91,76.39,76.39,45.004645,2.022013505494822
Ukraine,UKR,2020-05-25T00:00:00Z,2695,103,83.33,83.33,45.004645,2.2886526490765564
Ukraine,UKR,2020-05-18T00:00:00Z,3059,123,88.89,88.89,45.004645,2.733051221712781
Ukraine,UKR,2020-05-11T00:00:00Z,3319,103,88.89,88.89,45.004645,2.2886526490765564
Ukraine,UKR,2020-05-04T00:00:00Z,3296,79,88.89,88.89,45.004645,1.755374361913087
Ukraine,UKR,2020-04-27T00:00:00Z,3168,68,88.89,88.89,45.004645,1.5109551469631637
Ukraine,UKR,2020-04-20T00:00:00Z,2672,58,88.89,88.89,45.004645,1.2887558606450513
Ukraine,UKR,2020-04-13T00:00:00Z,1469,46,88.89,88.89,45.004645,1.0221167170633165
Ukraine,UKR,2020-04-06T00:00:00Z,890,28,88.89,88.89,45.004645,0.6221580016907144
Ukraine,UKR,2020-03-30T00:00:00Z,371,6,88.89,88.89,45.004645,0.13331957179086737
Ukraine,UKR,2020-03-23T00:00:00Z,44,3,88.89,88.89,45.004645,0.06665978589543368
Ukraine,UKR,2020-03-16T00:00:00Z,3,0,64.81,64.81,45.004645,0
United Kingdom,GBR,2021-01-18T00:00:00Z,323610,7830,NA,79.63,65.637239,119.29203786283577
United Kingdom,GBR,2021-01-11T00:00:00Z,417570,6407,79.63,79.63,65.637239,97.61227159478784
United Kingdom,GBR,2021-01-04T00:00:00Z,325049,3915,75.93,75.93,65.637239,59.646018931417885
United Kingdom,GBR,2020-12-28T00:00:00Z,289583,3708,75.93,75.93,65.637239,56.492321378722224
United Kingdom,GBR,2020-12-21T00:00:00Z,190744,3231,73.15,73.15,65.637239,49.225105279032235
United Kingdom,GBR,2020-12-14T00:00:00Z,126161,2925,69.44,69.44,65.637239,44.56311759243865
United Kingdom,GBR,2020-12-07T00:00:00Z,105915,3000,63.89,63.89,65.637239,45.70576163327041
United Kingdom,GBR,2020-11-30T00:00:00Z,105282,3494,70.37,70.37,65.637239,53.23197704888227
United Kingdom,GBR,2020-11-23T00:00:00Z,142727,2817,70.37,70.37,65.637239,42.91771017364091
United Kingdom,GBR,2020-11-16T00:00:00Z,177305,2890,67.59,67.59,65.637239,44.029883706717165
United Kingdom,GBR,2020-11-09T00:00:00Z,157099,2327,69.44,69.44,65.637239,35.45243577354008
United Kingdom,GBR,2020-11-02T00:00:00Z,161114,1821,75,75,65.637239,27.74339731139514
United Kingdom,GBR,2020-10-26T00:00:00Z,151391,1250,75,75,65.637239,19.044067347196005
United Kingdom,GBR,2020-10-19T00:00:00Z,118693,821,65.74,65.74,65.637239,12.508143433638336
United Kingdom,GBR,2020-10-12T00:00:00Z,100738,475,60.19,60.19,65.637239,7.236745591934482
United Kingdom,GBR,2020-10-05T00:00:00Z,68009,362,67.59,67.59,65.637239,5.515161903747963
United Kingdom,GBR,2020-09-28T00:00:00Z,40712,211,67.59,67.59,65.637239,3.2146385682066856
United Kingdom,GBR,2020-09-21T00:00:00Z,25753,149,65.74,65.74,65.637239,2.2700528277857637
United Kingdom,GBR,2020-09-14T00:00:00Z,21352,77,65.74,65.74,65.637239,1.1731145485872738
United Kingdom,GBR,2020-09-07T00:00:00Z,12685,52,64.35,64.35,65.637239,0.7922332016433538
United Kingdom,GBR,2020-08-31T00:00:00Z,8825,70,66.2,66.2,65.637239,1.0664677714429762
United Kingdom,GBR,2020-08-24T00:00:00Z,7158,63,66.2,66.2,65.637239,0.9598209942986786
United Kingdom,GBR,2020-08-17T00:00:00Z,7659,88,66.2,66.2,65.637239,1.3407023412425987
United Kingdom,GBR,2020-08-10T00:00:00Z,6130,71,69.91,69.91,65.637239,1.0817030253207331
United Kingdom,GBR,2020-08-03T00:00:00Z,4444,96,69.91,69.91,65.637239,1.4625843722646532
United Kingdom,GBR,2020-07-27T00:00:00Z,4549,116,64.35,64.35,65.637239,1.7672894498197893
United Kingdom,GBR,2020-07-20T00:00:00Z,4310,150,64.35,64.35,65.637239,2.2852880816635204
United Kingdom,GBR,2020-07-13T00:00:00Z,4271,213,64.35,64.35,65.637239,3.245109075962199
United Kingdom,GBR,2020-07-06T00:00:00Z,4026,312,64.35,64.35,65.637239,4.753399209860123
United Kingdom,GBR,2020-06-29T00:00:00Z,5240,442,71.3,71.3,65.637239,6.733982213968507
United Kingdom,GBR,2020-06-22T00:00:00Z,6680,512,71.3,71.3,65.637239,7.8004499854114835
United Kingdom,GBR,2020-06-15T00:00:00Z,7136,747,71.3,71.3,65.637239,11.380734646684331
United Kingdom,GBR,2020-06-08T00:00:00Z,8524,1174,73.15,73.15,65.637239,17.88618805248649
United Kingdom,GBR,2020-06-01T00:00:00Z,10907,1488,67.59,67.59,65.637239,22.670057770102122
United Kingdom,GBR,2020-05-25T00:00:00Z,16360,2137,71.3,71.3,65.637239,32.55773753676629
United Kingdom,GBR,2020-05-18T00:00:00Z,19857,2428,71.3,71.3,65.637239,36.99119641519352
United Kingdom,GBR,2020-05-11T00:00:00Z,22867,3174,77.78,77.78,65.637239,48.3566958080001
United Kingdom,GBR,2020-05-04T00:00:00Z,31282,4227,79.63,79.63,65.637239,64.399418141278
United Kingdom,GBR,2020-04-27T00:00:00Z,32830,5512,79.63,79.63,65.637239,83.9767193741955
United Kingdom,GBR,2020-04-20T00:00:00Z,32027,6166,79.63,79.63,65.637239,93.94057541024846
United Kingdom,GBR,2020-04-13T00:00:00Z,32205,6440,79.63,79.63,65.637239,98.11503497275382
United Kingdom,GBR,2020-04-06T00:00:00Z,30357,4197,79.63,79.63,65.637239,63.94236052494531
United Kingdom,GBR,2020-03-30T00:00:00Z,17889,1388,79.63,79.63,65.637239,21.146532382326445
United Kingdom,GBR,2020-03-23T00:00:00Z,6329,245,78.24,78.24,65.637239,3.7326372000504167
United Kingdom,GBR,2020-03-16T00:00:00Z,2193,41,16.67,16.67,65.637239,0.6246454089880289
United Kingdom,GBR,2020-03-09T00:00:00Z,365,2,11.11,11.11,65.637239,0.030470507755513607
United Kingdom,GBR,2020-03-02T00:00:00Z,36,0,11.11,11.11,65.637239,0
United Kingdom,GBR,2020-02-24T00:00:00Z,1,0,11.11,11.11,65.637239,0
United Kingdom,GBR,2020-02-17T00:00:00Z,2,0,11.11,11.11,65.637239,0
United Kingdom,GBR,2020-02-10T00:00:00Z,6,0,11.11,11.11,65.637239,0
United Kingdom,GBR,2020-02-03T00:00:00Z,2,0,11.11,11.11,65.637239,0
United Kingdom,GBR,2020-01-27T00:00:00Z,0,0,5.56,5.56,65.637239,0
United Kingdom,GBR,2020-01-20T00:00:00Z,0,0,5.56,5.56,65.637239,0
United Kingdom,GBR,2020-01-13T00:00:00Z,0,0,0,0,65.637239,0
United Kingdom,GBR,2020-01-06T00:00:00Z,0,0,0,0,65.637239,0
