location,hits,keyword
Bulgaria,16,I Spit on Your Grave
Denmark,14,I Spit on Your Grave
Belgium,13,I Spit on Your Grave
Ireland,13,I Spit on Your Grave
Austria,12,I Spit on Your Grave
Netherlands,12,I Spit on Your Grave
Sweden,12,I Spit on Your Grave
Lithuania,NA,I Spit on Your Grave
Finland,8,I Spit on Your Grave
Portugal,8,I Spit on Your Grave
Slovakia,7,I Spit on Your Grave
Hungary,7,I Spit on Your Grave
Italy,6,I Spit on Your Grave
Estonia,NA,I Spit on Your Grave
Spain,4,I Spit on Your Grave
Luxembourg,NA,I Spit on Your Grave
United Kingdom,68,Custody
Ireland,28,Custody
Malta,NA,Custody
Luxembourg,NA,Custody
Cyprus,NA,Custody
Netherlands,9,Custody
Sweden,6,Custody
Estonia,NA,Custody
Finland,NA,Custody
Portugal,NA,Custody
Greece,NA,Custody
Belgium,5,Custody
Austria,NA,Custody
Denmark,NA,Custody
Latvia,NA,Custody
Germany,3,Custody
Slovenia,NA,Custody
Bulgaria,NA,Custody
Lithuania,NA,Custody
Croatia,NA,Custody
Hungary,NA,Custody
Slovakia,NA,Custody
France,2,Custody
Romania,NA,Custody
Spain,2,Custody
Poland,2,Custody
Italy,2,Custody
United Kingdom,5,Inland Empire
Italy,4,Inland Empire
Ireland,NA,Inland Empire
Hungary,NA,Inland Empire
Poland,3,Inland Empire
Finland,NA,Inland Empire
France,2,Inland Empire
Greece,NA,Inland Empire
Spain,2,Inland Empire
Lithuania,NA,Inland Empire
Slovakia,NA,Inland Empire
Belgium,NA,Inland Empire
Denmark,NA,Inland Empire
Austria,NA,Inland Empire
Germany,1,Inland Empire
Sweden,NA,Inland Empire
Croatia,NA,Inland Empire
Romania,NA,Inland Empire
Portugal,NA,Inland Empire
Slovenia,NA,Inland Empire
Bulgaria,NA,Inland Empire
Netherlands,NA,Inland Empire
Latvia,NA,Inland Empire
Cyprus,NA,Inland Empire
Malta,NA,Inland Empire
Luxembourg,NA,Inland Empire
Estonia,NA,Inland Empire
United Kingdom,64,The Odyssey
Malta,NA,The Odyssey
Ireland,45,The Odyssey
Denmark,30,The Odyssey
Greece,29,The Odyssey
Sweden,29,The Odyssey
Cyprus,NA,The Odyssey
Finland,22,The Odyssey
Latvia,NA,The Odyssey
Netherlands,22,The Odyssey
Estonia,NA,The Odyssey
Hungary,21,The Odyssey
Portugal,19,The Odyssey
Croatia,18,The Odyssey
Bulgaria,18,The Odyssey
Romania,17,The Odyssey
Slovenia,NA,The Odyssey
Belgium,15,The Odyssey
Lithuania,NA,The Odyssey
Slovakia,NA,The Odyssey
Germany,9,The Odyssey
Austria,8,The Odyssey
Poland,7,The Odyssey
Spain,7,The Odyssey
France,6,The Odyssey
Italy,6,The Odyssey
Luxembourg,NA,The Odyssey
Ireland,100,The Walk
United Kingdom,96,The Walk
Malta,NA,The Walk
Cyprus,NA,The Walk
Sweden,19,The Walk
Denmark,17,The Walk
Netherlands,14,The Walk
Luxembourg,NA,The Walk
Belgium,12,The Walk
Austria,11,The Walk
Lithuania,NA,The Walk
Portugal,11,The Walk
Finland,11,The Walk
Greece,11,The Walk
Croatia,NA,The Walk
Germany,11,The Walk
Slovenia,NA,The Walk
Estonia,NA,The Walk
Romania,9,The Walk
Bulgaria,NA,The Walk
Latvia,NA,The Walk
Poland,8,The Walk
Hungary,8,The Walk
Italy,8,The Walk
Slovakia,NA,The Walk
Spain,6,The Walk
France,6,The Walk
Finland,11,Wrecker
United Kingdom,8,Wrecker
Hungary,7,Wrecker
Ireland,6,Wrecker
Sweden,5,Wrecker
Belgium,5,Wrecker
Denmark,NA,Wrecker
Lithuania,NA,Wrecker
Netherlands,4,Wrecker
Italy,3,Wrecker
Poland,3,Wrecker
Austria,NA,Wrecker
Portugal,NA,Wrecker
Germany,3,Wrecker
Romania,NA,Wrecker
Spain,3,Wrecker
Greece,NA,Wrecker
Latvia,NA,Wrecker
Bulgaria,NA,Wrecker
France,2,Wrecker
Slovakia,NA,Wrecker
Croatia,NA,Wrecker
Slovenia,NA,Wrecker
Malta,NA,Wrecker
Cyprus,NA,Wrecker
Luxembourg,NA,Wrecker
Estonia,NA,Wrecker
Slovenia,27,The Lone Ranger
United Kingdom,16,The Lone Ranger
Ireland,10,The Lone Ranger
Croatia,9,The Lone Ranger
Sweden,7,The Lone Ranger
Denmark,6,The Lone Ranger
Finland,5,The Lone Ranger
Estonia,NA,The Lone Ranger
Malta,NA,The Lone Ranger
Italy,3,The Lone Ranger
Hungary,3,The Lone Ranger
Netherlands,2,The Lone Ranger
Belgium,2,The Lone Ranger
Romania,2,The Lone Ranger
Greece,2,The Lone Ranger
Latvia,NA,The Lone Ranger
Bulgaria,NA,The Lone Ranger
Portugal,2,The Lone Ranger
Cyprus,NA,The Lone Ranger
France,1,The Lone Ranger
Slovakia,NA,The Lone Ranger
Poland,1,The Lone Ranger
Luxembourg,NA,The Lone Ranger
Germany,1,The Lone Ranger
Austria,NA,The Lone Ranger
Spain,1,The Lone Ranger
Lithuania,NA,The Lone Ranger
Croatia,31,Texas Chainsaw 3D
Slovenia,30,Texas Chainsaw 3D
Romania,21,Texas Chainsaw 3D
Finland,14,Texas Chainsaw 3D
Germany,12,Texas Chainsaw 3D
Belgium,10,Texas Chainsaw 3D
Ireland,9,Texas Chainsaw 3D
United Kingdom,8,Texas Chainsaw 3D
France,5,Texas Chainsaw 3D
Sweden,5,Texas Chainsaw 3D
Portugal,4,Texas Chainsaw 3D
Spain,4,Texas Chainsaw 3D
Denmark,4,Texas Chainsaw 3D
Poland,4,Texas Chainsaw 3D
Bulgaria,NA,Texas Chainsaw 3D
Netherlands,3,Texas Chainsaw 3D
Italy,2,Texas Chainsaw 3D
Greece,NA,Texas Chainsaw 3D
Austria,NA,Texas Chainsaw 3D
Luxembourg,NA,Texas Chainsaw 3D
Cyprus,NA,Texas Chainsaw 3D
Estonia,NA,Texas Chainsaw 3D
Hungary,NA,Texas Chainsaw 3D
Lithuania,NA,Texas Chainsaw 3D
Latvia,NA,Texas Chainsaw 3D
Malta,NA,Texas Chainsaw 3D
Slovakia,NA,Texas Chainsaw 3D
Ireland,58,Disturbia
United Kingdom,51,Disturbia
Cyprus,50,Disturbia
Hungary,35,Disturbia
Malta,NA,Disturbia
Italy,31,Disturbia
Germany,27,Disturbia
Austria,25,Disturbia
Slovakia,24,Disturbia
Greece,23,Disturbia
Croatia,23,Disturbia
Slovenia,20,Disturbia
Belgium,19,Disturbia
Luxembourg,NA,Disturbia
Denmark,17,Disturbia
Sweden,16,Disturbia
Finland,16,Disturbia
Netherlands,16,Disturbia
Bulgaria,15,Disturbia
Romania,15,Disturbia
Lithuania,14,Disturbia
Poland,11,Disturbia
Latvia,NA,Disturbia
Spain,10,Disturbia
France,8,Disturbia
Portugal,7,Disturbia
Estonia,NA,Disturbia
Finland,100,Rock of Ages
United Kingdom,7,Rock of Ages
Sweden,6,Rock of Ages
Cyprus,NA,Rock of Ages
Ireland,5,Rock of Ages
Malta,NA,Rock of Ages
Austria,3,Rock of Ages
Slovenia,NA,Rock of Ages
Germany,3,Rock of Ages
Estonia,NA,Rock of Ages
Luxembourg,NA,Rock of Ages
Italy,2,Rock of Ages
Denmark,2,Rock of Ages
Croatia,NA,Rock of Ages
Spain,2,Rock of Ages
Portugal,1,Rock of Ages
Netherlands,1,Rock of Ages
Slovakia,NA,Rock of Ages
Poland,1,Rock of Ages
Romania,1,Rock of Ages
Hungary,NA,Rock of Ages
Latvia,NA,Rock of Ages
Greece,NA,Rock of Ages
Belgium,1,Rock of Ages
Bulgaria,NA,Rock of Ages
Lithuania,NA,Rock of Ages
France,1,Rock of Ages
Ireland,97,Scream 4
United Kingdom,88,Scream 4
Croatia,71,Scream 4
Finland,54,Scream 4
Estonia,NA,Scream 4
Latvia,NA,Scream 4
Romania,50,Scream 4
Sweden,50,Scream 4
Malta,NA,Scream 4
France,47,Scream 4
Denmark,45,Scream 4
Austria,45,Scream 4
Belgium,42,Scream 4
Germany,42,Scream 4
Bulgaria,40,Scream 4
Slovenia,NA,Scream 4
Italy,38,Scream 4
Luxembourg,NA,Scream 4
Greece,30,Scream 4
Portugal,30,Scream 4
Slovakia,28,Scream 4
Spain,23,Scream 4
Hungary,21,Scream 4
Lithuania,NA,Scream 4
Netherlands,19,Scream 4
Poland,16,Scream 4
Cyprus,NA,Scream 4
Ireland,6,Queen of Katwe
Lithuania,5,Queen of Katwe
Sweden,3,Queen of Katwe
Denmark,3,Queen of Katwe
United Kingdom,3,Queen of Katwe
Cyprus,NA,Queen of Katwe
Belgium,2,Queen of Katwe
Latvia,NA,Queen of Katwe
Finland,2,Queen of Katwe
Croatia,2,Queen of Katwe
Greece,2,Queen of Katwe
Netherlands,1,Queen of Katwe
Hungary,1,Queen of Katwe
Slovenia,NA,Queen of Katwe
Germany,1,Queen of Katwe
Italy,1,Queen of Katwe
Portugal,1,Queen of Katwe
Austria,1,Queen of Katwe
Spain,1,Queen of Katwe
France,1,Queen of Katwe
Romania,NA,Queen of Katwe
Poland,NA,Queen of Katwe
Luxembourg,NA,Queen of Katwe
Bulgaria,NA,Queen of Katwe
Slovakia,NA,Queen of Katwe
Estonia,NA,Queen of Katwe
Malta,NA,Queen of Katwe
Romania,70,My Big Fat Greek Wedding 2
Cyprus,29,My Big Fat Greek Wedding 2
Croatia,21,My Big Fat Greek Wedding 2
Ireland,19,My Big Fat Greek Wedding 2
United Kingdom,19,My Big Fat Greek Wedding 2
Slovenia,NA,My Big Fat Greek Wedding 2
Lithuania,8,My Big Fat Greek Wedding 2
Latvia,NA,My Big Fat Greek Wedding 2
Greece,6,My Big Fat Greek Wedding 2
Sweden,6,My Big Fat Greek Wedding 2
Germany,6,My Big Fat Greek Wedding 2
Denmark,5,My Big Fat Greek Wedding 2
Austria,5,My Big Fat Greek Wedding 2
Belgium,4,My Big Fat Greek Wedding 2
Portugal,3,My Big Fat Greek Wedding 2
Slovakia,NA,My Big Fat Greek Wedding 2
Bulgaria,NA,My Big Fat Greek Wedding 2
Netherlands,2,My Big Fat Greek Wedding 2
Hungary,NA,My Big Fat Greek Wedding 2
Finland,NA,My Big Fat Greek Wedding 2
Spain,1,My Big Fat Greek Wedding 2
Italy,1,My Big Fat Greek Wedding 2
Poland,NA,My Big Fat Greek Wedding 2
France,NA,My Big Fat Greek Wedding 2
Estonia,NA,My Big Fat Greek Wedding 2
Luxembourg,NA,My Big Fat Greek Wedding 2
Malta,NA,My Big Fat Greek Wedding 2
Cyprus,100,Dark Places
Ireland,70,Dark Places
United Kingdom,60,Dark Places
Luxembourg,NA,Dark Places
Slovakia,34,Dark Places
Greece,29,Dark Places
Lithuania,24,Dark Places
Bulgaria,23,Dark Places
Denmark,19,Dark Places
Croatia,16,Dark Places
Netherlands,15,Dark Places
Sweden,13,Dark Places
Austria,12,Dark Places
Slovenia,NA,Dark Places
Finland,10,Dark Places
Germany,9,Dark Places
Belgium,9,Dark Places
Portugal,8,Dark Places
Poland,7,Dark Places
Italy,7,Dark Places
France,7,Dark Places
Spain,7,Dark Places
Romania,7,Dark Places
Hungary,NA,Dark Places
Latvia,NA,Dark Places
Estonia,NA,Dark Places
Malta,NA,Dark Places
Hungary,65,Amateur Night
Romania,60,Amateur Night
Ireland,34,Amateur Night
Slovakia,28,Amateur Night
United Kingdom,28,Amateur Night
Bulgaria,27,Amateur Night
Netherlands,26,Amateur Night
Cyprus,NA,Amateur Night
Finland,18,Amateur Night
Croatia,18,Amateur Night
Austria,16,Amateur Night
Greece,16,Amateur Night
Belgium,16,Amateur Night
Denmark,15,Amateur Night
France,15,Amateur Night
Slovenia,NA,Amateur Night
Sweden,12,Amateur Night
Estonia,NA,Amateur Night
Portugal,10,Amateur Night
Spain,9,Amateur Night
Italy,8,Amateur Night
Germany,8,Amateur Night
Poland,7,Amateur Night
Luxembourg,NA,Amateur Night
Latvia,NA,Amateur Night
Lithuania,NA,Amateur Night
Malta,NA,Amateur Night
Ireland,52,Its Only the End of the World
United Kingdom,32,Its Only the End of the World
France,8,Its Only the End of the World
Slovenia,NA,Its Only the End of the World
Greece,NA,Its Only the End of the World
Cyprus,NA,Its Only the End of the World
Latvia,NA,Its Only the End of the World
Bulgaria,NA,Its Only the End of the World
Finland,NA,Its Only the End of the World
Slovakia,NA,Its Only the End of the World
Hungary,NA,Its Only the End of the World
Portugal,NA,Its Only the End of the World
Italy,NA,Its Only the End of the World
Denmark,NA,Its Only the End of the World
Germany,NA,Its Only the End of the World
Belgium,NA,Its Only the End of the World
Spain,NA,Its Only the End of the World
Romania,NA,Its Only the End of the World
Netherlands,NA,Its Only the End of the World
Poland,NA,Its Only the End of the World
Austria,NA,Its Only the End of the World
Estonia,NA,Its Only the End of the World
Croatia,NA,Its Only the End of the World
Lithuania,NA,Its Only the End of the World
Luxembourg,NA,Its Only the End of the World
Malta,NA,Its Only the End of the World
Sweden,NA,Its Only the End of the World
Croatia,9,The Skin I Live In
Greece,9,The Skin I Live In
Cyprus,NA,The Skin I Live In
United Kingdom,3,The Skin I Live In
Latvia,NA,The Skin I Live In
Lithuania,3,The Skin I Live In
Ireland,3,The Skin I Live In
Sweden,2,The Skin I Live In
Slovenia,NA,The Skin I Live In
Bulgaria,2,The Skin I Live In
Romania,2,The Skin I Live In
Hungary,2,The Skin I Live In
Denmark,2,The Skin I Live In
Netherlands,1,The Skin I Live In
Finland,1,The Skin I Live In
Austria,1,The Skin I Live In
Germany,1,The Skin I Live In
Belgium,1,The Skin I Live In
Portugal,1,The Skin I Live In
Slovakia,NA,The Skin I Live In
Italy,1,The Skin I Live In
France,NA,The Skin I Live In
Poland,NA,The Skin I Live In
Spain,NA,The Skin I Live In
Malta,NA,The Skin I Live In
Luxembourg,NA,The Skin I Live In
Estonia,NA,The Skin I Live In
Malta,61,Miracles from Heaven
Denmark,17,Miracles from Heaven
Sweden,13,Miracles from Heaven
Ireland,13,Miracles from Heaven
Bulgaria,13,Miracles from Heaven
Netherlands,11,Miracles from Heaven
Cyprus,NA,Miracles from Heaven
Lithuania,11,Miracles from Heaven
Finland,11,Miracles from Heaven
Croatia,10,Miracles from Heaven
Romania,8,Miracles from Heaven
Slovakia,8,Miracles from Heaven
Latvia,NA,Miracles from Heaven
Hungary,7,Miracles from Heaven
United Kingdom,7,Miracles from Heaven
Slovenia,NA,Miracles from Heaven
Greece,4,Miracles from Heaven
Belgium,2,Miracles from Heaven
Poland,2,Miracles from Heaven
Portugal,2,Miracles from Heaven
Austria,2,Miracles from Heaven
Spain,1,Miracles from Heaven
Italy,1,Miracles from Heaven
Germany,1,Miracles from Heaven
France,1,Miracles from Heaven
Luxembourg,NA,Miracles from Heaven
Estonia,NA,Miracles from Heaven
Sweden,100,Annie
United Kingdom,79,Annie
France,72,Annie
Ireland,69,Annie
Netherlands,66,Annie
Belgium,54,Annie
Denmark,39,Annie
Malta,NA,Annie
Luxembourg,NA,Annie
Hungary,31,Annie
Cyprus,NA,Annie
Greece,28,Annie
Portugal,27,Annie
Slovakia,25,Annie
Spain,23,Annie
Romania,21,Annie
Italy,21,Annie
Slovenia,NA,Annie
Poland,21,Annie
Finland,21,Annie
Germany,20,Annie
Estonia,NA,Annie
Austria,20,Annie
Croatia,NA,Annie
Lithuania,NA,Annie
Bulgaria,18,Annie
Latvia,NA,Annie
Italy,100,Across the Universe
Spain,53,Across the Universe
Ireland,50,Across the Universe
United Kingdom,44,Across the Universe
Denmark,39,Across the Universe
Sweden,37,Across the Universe
Greece,28,Across the Universe
Portugal,26,Across the Universe
Austria,24,Across the Universe
Bulgaria,21,Across the Universe
Slovenia,NA,Across the Universe
Netherlands,20,Across the Universe
Hungary,19,Across the Universe
Slovakia,18,Across the Universe
Latvia,NA,Across the Universe
Finland,18,Across the Universe
France,18,Across the Universe
Belgium,17,Across the Universe
Croatia,NA,Across the Universe
Germany,16,Across the Universe
Poland,13,Across the Universe
Romania,13,Across the Universe
Estonia,NA,Across the Universe
Lithuania,NA,Across the Universe
Cyprus,NA,Across the Universe
Luxembourg,NA,Across the Universe
Malta,NA,Across the Universe
Malta,100,Lets Be Cops
Croatia,32,Lets Be Cops
Austria,19,Lets Be Cops
Latvia,16,Lets Be Cops
Estonia,15,Lets Be Cops
Sweden,14,Lets Be Cops
Cyprus,11,Lets Be Cops
Slovenia,11,Lets Be Cops
Germany,10,Lets Be Cops
Bulgaria,10,Lets Be Cops
Greece,9,Lets Be Cops
Denmark,8,Lets Be Cops
Portugal,8,Lets Be Cops
Romania,7,Lets Be Cops
Ireland,6,Lets Be Cops
United Kingdom,5,Lets Be Cops
Belgium,5,Lets Be Cops
Lithuania,4,Lets Be Cops
Netherlands,3,Lets Be Cops
Finland,3,Lets Be Cops
Hungary,3,Lets Be Cops
Poland,2,Lets Be Cops
Slovakia,NA,Lets Be Cops
Spain,1,Lets Be Cops
France,1,Lets Be Cops
Italy,NA,Lets Be Cops
Luxembourg,NA,Lets Be Cops
Slovakia,22,Max
Sweden,18,Max
Netherlands,17,Max
Romania,16,Max
Hungary,15,Max
United Kingdom,14,Max
Germany,13,Max
Ireland,13,Max
Poland,13,Max
Croatia,12,Max
France,12,Max
Greece,12,Max
Austria,12,Max
Denmark,12,Max
Belgium,11,Max
Luxembourg,NA,Max
Cyprus,NA,Max
Italy,10,Max
Malta,NA,Max
Bulgaria,9,Max
Portugal,9,Max
Slovenia,NA,Max
Lithuania,8,Max
Finland,8,Max
Spain,7,Max
Estonia,NA,Max
Latvia,NA,Max
Cyprus,100,Your Highness
Malta,NA,Your Highness
Ireland,17,Your Highness
United Kingdom,16,Your Highness
Latvia,NA,Your Highness
Luxembourg,NA,Your Highness
Finland,9,Your Highness
Belgium,8,Your Highness
Sweden,8,Your Highness
Slovenia,NA,Your Highness
Romania,8,Your Highness
Greece,8,Your Highness
Estonia,NA,Your Highness
Germany,7,Your Highness
Netherlands,7,Your Highness
Bulgaria,7,Your Highness
Hungary,6,Your Highness
Austria,6,Your Highness
Portugal,6,Your Highness
Denmark,5,Your Highness
France,5,Your Highness
Croatia,NA,Your Highness
Slovakia,NA,Your Highness
Italy,4,Your Highness
Poland,3,Your Highness
Spain,3,Your Highness
Lithuania,NA,Your Highness
Finland,29,Final Destination 5
United Kingdom,28,Final Destination 5
Slovenia,21,Final Destination 5
Sweden,18,Final Destination 5
Ireland,17,Final Destination 5
Croatia,14,Final Destination 5
Austria,14,Final Destination 5
Denmark,13,Final Destination 5
Cyprus,NA,Final Destination 5
Lithuania,12,Final Destination 5
Germany,11,Final Destination 5
Romania,11,Final Destination 5
Latvia,NA,Final Destination 5
Belgium,9,Final Destination 5
Bulgaria,8,Final Destination 5
Italy,8,Final Destination 5
Greece,7,Final Destination 5
Portugal,6,Final Destination 5
Netherlands,5,Final Destination 5
Hungary,4,Final Destination 5
France,4,Final Destination 5
Slovakia,NA,Final Destination 5
Spain,1,Final Destination 5
Poland,1,Final Destination 5
Estonia,NA,Final Destination 5
Luxembourg,NA,Final Destination 5
Malta,NA,Final Destination 5
Malta,NA,Endless Love
Romania,25,Endless Love
Hungary,22,Endless Love
Slovenia,15,Endless Love
United Kingdom,14,Endless Love
Bulgaria,14,Endless Love
Croatia,11,Endless Love
Belgium,11,Endless Love
Slovakia,10,Endless Love
Ireland,10,Endless Love
Greece,10,Endless Love
Cyprus,NA,Endless Love
Portugal,10,Endless Love
Austria,10,Endless Love
Netherlands,10,Endless Love
Sweden,9,Endless Love
Italy,9,Endless Love
Estonia,NA,Endless Love
Germany,8,Endless Love
Denmark,8,Endless Love
Spain,7,Endless Love
Poland,7,Endless Love
France,5,Endless Love
Lithuania,NA,Endless Love
Latvia,NA,Endless Love
Luxembourg,NA,Endless Love
Finland,4,Endless Love
France,22,Martyrs
United Kingdom,16,Martyrs
Malta,NA,Martyrs
Luxembourg,NA,Martyrs
Belgium,10,Martyrs
Ireland,9,Martyrs
Bulgaria,5,Martyrs
Cyprus,NA,Martyrs
Lithuania,NA,Martyrs
Greece,3,Martyrs
Croatia,3,Martyrs
Latvia,NA,Martyrs
Slovenia,NA,Martyrs
Italy,3,Martyrs
Poland,2,Martyrs
Netherlands,2,Martyrs
Hungary,2,Martyrs
Sweden,2,Martyrs
Austria,2,Martyrs
Germany,2,Martyrs
Finland,2,Martyrs
Spain,2,Martyrs
Portugal,2,Martyrs
Romania,1,Martyrs
Denmark,NA,Martyrs
Estonia,NA,Martyrs
Slovakia,NA,Martyrs
Sweden,72,Selma
Netherlands,21,Selma
Denmark,17,Selma
Croatia,17,Selma
Austria,13,Selma
Germany,12,Selma
Slovenia,NA,Selma
Finland,11,Selma
Estonia,NA,Selma
Luxembourg,NA,Selma
Belgium,7,Selma
Ireland,7,Selma
United Kingdom,7,Selma
Cyprus,NA,Selma
Latvia,NA,Selma
Slovakia,6,Selma
France,5,Selma
Italy,4,Selma
Spain,4,Selma
Hungary,4,Selma
Portugal,4,Selma
Lithuania,NA,Selma
Romania,3,Selma
Poland,3,Selma
Bulgaria,NA,Selma
Greece,NA,Selma
Malta,NA,Selma
Sweden,65,Underworld  Rise of the Lycans
Denmark,61,Underworld  Rise of the Lycans
Romania,48,Underworld  Rise of the Lycans
Croatia,41,Underworld  Rise of the Lycans
Estonia,NA,Underworld  Rise of the Lycans
Finland,35,Underworld  Rise of the Lycans
Slovenia,35,Underworld  Rise of the Lycans
United Kingdom,31,Underworld  Rise of the Lycans
Ireland,28,Underworld  Rise of the Lycans
Greece,27,Underworld  Rise of the Lycans
Lithuania,NA,Underworld  Rise of the Lycans
Bulgaria,14,Underworld  Rise of the Lycans
Germany,12,Underworld  Rise of the Lycans
Spain,11,Underworld  Rise of the Lycans
Poland,11,Underworld  Rise of the Lycans
Hungary,11,Underworld  Rise of the Lycans
Austria,8,Underworld  Rise of the Lycans
Netherlands,7,Underworld  Rise of the Lycans
Belgium,7,Underworld  Rise of the Lycans
Italy,5,Underworld  Rise of the Lycans
Portugal,NA,Underworld  Rise of the Lycans
France,3,Underworld  Rise of the Lycans
Cyprus,NA,Underworld  Rise of the Lycans
Luxembourg,NA,Underworld  Rise of the Lycans
Latvia,NA,Underworld  Rise of the Lycans
Malta,NA,Underworld  Rise of the Lycans
Slovakia,NA,Underworld  Rise of the Lycans
United Kingdom,2,Taare Zameen Par
Netherlands,1,Taare Zameen Par
Romania,NA,Taare Zameen Par
Portugal,NA,Taare Zameen Par
Ireland,NA,Taare Zameen Par
Greece,NA,Taare Zameen Par
Sweden,NA,Taare Zameen Par
Italy,NA,Taare Zameen Par
Germany,NA,Taare Zameen Par
Belgium,NA,Taare Zameen Par
Spain,NA,Taare Zameen Par
France,NA,Taare Zameen Par
Finland,NA,Taare Zameen Par
Denmark,NA,Taare Zameen Par
Poland,NA,Taare Zameen Par
Cyprus,NA,Taare Zameen Par
Austria,NA,Taare Zameen Par
Lithuania,NA,Taare Zameen Par
Latvia,NA,Taare Zameen Par
Bulgaria,NA,Taare Zameen Par
Hungary,NA,Taare Zameen Par
Slovenia,NA,Taare Zameen Par
Slovakia,NA,Taare Zameen Par
Estonia,NA,Taare Zameen Par
Croatia,NA,Taare Zameen Par
Luxembourg,NA,Taare Zameen Par
Malta,NA,Taare Zameen Par
Ireland,33,Take Me Home Tonight
United Kingdom,19,Take Me Home Tonight
Netherlands,18,Take Me Home Tonight
Germany,17,Take Me Home Tonight
Sweden,16,Take Me Home Tonight
Croatia,15,Take Me Home Tonight
Denmark,14,Take Me Home Tonight
Italy,13,Take Me Home Tonight
Portugal,11,Take Me Home Tonight
Cyprus,NA,Take Me Home Tonight
Hungary,10,Take Me Home Tonight
Slovenia,NA,Take Me Home Tonight
Austria,9,Take Me Home Tonight
Finland,NA,Take Me Home Tonight
